Bundesland,Cases,Date
Sachsen-Anhalt,2,2020-08-09
Sachsen-Anhalt,9,2020-08-10
Sachsen-Anhalt,12,2020-08-11
Sachsen-Anhalt,10,2020-08-12
Sachsen-Anhalt,8,2020-08-13
Sachsen-Anhalt,11,2020-08-14
Sachsen-Anhalt,8,2020-08-15
Sachsen-Anhalt,1,2020-08-16
Sachsen-Anhalt,4,2020-08-17
Sachsen-Anhalt,12,2020-08-18
Sachsen-Anhalt,13,2020-08-19
Sachsen-Anhalt,13,2020-08-20
Sachsen-Anhalt,10,2020-08-21
Sachsen-Anhalt,7,2020-08-22
Sachsen-Anhalt,3,2020-08-23
Sachsen-Anhalt,8,2020-08-24
Sachsen-Anhalt,14,2020-08-25
Sachsen-Anhalt,8,2020-08-26
Sachsen-Anhalt,5,2020-08-27
Sachsen-Anhalt,11,2020-08-28
Sachsen-Anhalt,6,2020-08-29
Sachsen-Anhalt,5,2020-08-30
Sachsen-Anhalt,3,2020-08-31
Sachsen-Anhalt,11,2020-09-01
Sachsen-Anhalt,4,2020-09-02
Sachsen-Anhalt,9,2020-09-03
Sachsen-Anhalt,9,2020-09-04
Sachsen-Anhalt,3,2020-09-05
Sachsen-Anhalt,4,2020-09-06
Sachsen-Anhalt,1,2020-09-07
Sachsen-Anhalt,19,2020-09-08
Sachsen-Anhalt,5,2020-09-09
Sachsen-Anhalt,10,2020-09-10
Sachsen-Anhalt,21,2020-09-11
Sachsen-Anhalt,13,2020-09-12
Sachsen-Anhalt,2,2020-09-13
Sachsen-Anhalt,8,2020-09-14
Sachsen-Anhalt,9,2020-09-15
Sachsen-Anhalt,17,2020-09-16
Sachsen-Anhalt,28,2020-09-17
Sachsen-Anhalt,25,2020-09-18
Sachsen-Anhalt,8,2020-09-19
Sachsen-Anhalt,6,2020-09-20
Sachsen-Anhalt,7,2020-09-21
Sachsen-Anhalt,29,2020-09-22
Sachsen-Anhalt,20,2020-09-23
Sachsen-Anhalt,15,2020-09-24
Sachsen-Anhalt,33,2020-09-25
Sachsen-Anhalt,41,2020-09-26
Sachsen-Anhalt,3,2020-09-27
Sachsen-Anhalt,11,2020-09-28
Sachsen-Anhalt,31,2020-09-29
Sachsen-Anhalt,36,2020-09-30
Sachsen-Anhalt,17,2020-10-01
Sachsen-Anhalt,32,2020-10-02
Sachsen-Anhalt,10,2020-10-03
Sachsen-Anhalt,11,2020-10-04
Sachsen-Anhalt,18,2020-10-05
Sachsen-Anhalt,41,2020-10-06
Sachsen-Anhalt,16,2020-10-07
Sachsen-Anhalt,26,2020-10-08
Sachsen-Anhalt,46,2020-10-09
Sachsen-Anhalt,6,2020-10-10
Sachsen-Anhalt,36,2020-10-11
Sachsen-Anhalt,21,2020-10-12
Sachsen-Anhalt,28,2020-10-13
Sachsen-Anhalt,5,2020-10-14
Thüringen,0,2020-01-28
Thüringen,0,2020-01-29
Thüringen,0,2020-01-31
Thüringen,0,2020-02-03
Thüringen,0,2020-02-04
Thüringen,0,2020-02-06
Thüringen,0,2020-02-07
Thüringen,0,2020-02-11
Thüringen,0,2020-02-12
Thüringen,0,2020-02-20
Thüringen,0,2020-02-24
Thüringen,0,2020-02-25
Thüringen,0,2020-02-26
Thüringen,0,2020-02-27
Thüringen,0,2020-02-28
Thüringen,0,2020-02-29
Thüringen,0,2020-03-01
Thüringen,0,2020-03-02
Thüringen,1,2020-03-03
Thüringen,0,2020-03-04
Thüringen,0,2020-03-05
Thüringen,0,2020-03-06
Thüringen,1,2020-03-07
Thüringen,0,2020-03-08
Thüringen,0,2020-03-09
Thüringen,9,2020-03-10
Thüringen,1,2020-03-11
Thüringen,11,2020-03-12
Thüringen,10,2020-03-13
Thüringen,18,2020-03-14
Thüringen,1,2020-03-15
Thüringen,18,2020-03-16
Thüringen,31,2020-03-17
Thüringen,37,2020-03-18
Thüringen,54,2020-03-19
Thüringen,76,2020-03-20
Thüringen,38,2020-03-21
Thüringen,27,2020-03-22
Thüringen,52,2020-03-23
Thüringen,72,2020-03-24
Thüringen,79,2020-03-25
Thüringen,75,2020-03-26
Thüringen,73,2020-03-27
Thüringen,68,2020-03-28
Thüringen,20,2020-03-29
Thüringen,35,2020-03-30
Thüringen,79,2020-03-31
Thüringen,58,2020-04-01
Thüringen,85,2020-04-02
Thüringen,70,2020-04-03
Thüringen,50,2020-04-04
Thüringen,40,2020-04-05
Thüringen,27,2020-04-06
Thüringen,73,2020-04-07
Thüringen,64,2020-04-08
Thüringen,70,2020-04-09
Thüringen,27,2020-04-10
Thüringen,27,2020-04-11
Thüringen,32,2020-04-12
Thüringen,20,2020-04-13
Thüringen,44,2020-04-14
Thüringen,42,2020-04-15
Thüringen,81,2020-04-16
Thüringen,36,2020-04-17
Thüringen,47,2020-04-18
Thüringen,16,2020-04-19
Thüringen,38,2020-04-20
Thüringen,75,2020-04-21
Thüringen,56,2020-04-22
Thüringen,66,2020-04-23
Thüringen,46,2020-04-24
Thüringen,25,2020-04-25
Thüringen,21,2020-04-26
Thüringen,28,2020-04-27
Thüringen,77,2020-04-28
Thüringen,43,2020-04-29
Thüringen,61,2020-04-30
Thüringen,14,2020-05-01
Thüringen,21,2020-05-02
Thüringen,1,2020-05-03
Thüringen,30,2020-05-04
Thüringen,41,2020-05-05
Thüringen,45,2020-05-06
Thüringen,48,2020-05-07
Thüringen,26,2020-05-08
Thüringen,31,2020-05-09
Thüringen,8,2020-05-10
Thüringen,32,2020-05-11
Thüringen,28,2020-05-12
Thüringen,16,2020-05-13
Thüringen,25,2020-05-14
Thüringen,21,2020-05-15
Thüringen,24,2020-05-16
Thüringen,9,2020-05-17
Thüringen,10,2020-05-18
Thüringen,34,2020-05-19
Thüringen,21,2020-05-20
Thüringen,20,2020-05-21
Thüringen,18,2020-05-22
Thüringen,14,2020-05-23
Thüringen,11,2020-05-24
Thüringen,18,2020-05-25
Thüringen,36,2020-05-26
Thüringen,24,2020-05-27
Thüringen,37,2020-05-28
Thüringen,16,2020-05-29
Thüringen,13,2020-05-30
Thüringen,7,2020-05-31
Thüringen,2,2020-06-01
Thüringen,4,2020-06-02
Thüringen,20,2020-06-03
Thüringen,16,2020-06-04
Thüringen,20,2020-06-05
Thüringen,6,2020-06-06
Thüringen,6,2020-06-07
Thüringen,6,2020-06-08
Thüringen,14,2020-06-09
Thüringen,22,2020-06-10
Thüringen,19,2020-06-11
Thüringen,7,2020-06-12
Thüringen,11,2020-06-13
Thüringen,5,2020-06-14
Thüringen,2,2020-06-15
Thüringen,15,2020-06-16
Thüringen,6,2020-06-17
Thüringen,5,2020-06-18
Thüringen,6,2020-06-19
Thüringen,8,2020-06-20
Thüringen,0,2020-06-21
Thüringen,5,2020-06-22
Thüringen,2,2020-06-23
Thüringen,3,2020-06-24
Thüringen,4,2020-06-25
Thüringen,5,2020-06-26
Thüringen,0,2020-06-27
Thüringen,0,2020-06-28
Thüringen,2,2020-06-29
Thüringen,5,2020-06-30
Thüringen,1,2020-07-01
Thüringen,10,2020-07-02
Thüringen,0,2020-07-03
Thüringen,3,2020-07-04
Thüringen,2,2020-07-05
Thüringen,5,2020-07-06
Thüringen,7,2020-07-07
Thüringen,3,2020-07-08
Thüringen,2,2020-07-09
Thüringen,1,2020-07-10
Thüringen,3,2020-07-11
Thüringen,1,2020-07-12
Thüringen,3,2020-07-13
Thüringen,7,2020-07-14
Thüringen,9,2020-07-15
Thüringen,5,2020-07-16
Thüringen,3,2020-07-17
Thüringen,1,2020-07-18
Thüringen,1,2020-07-19
Thüringen,2,2020-07-20
Thüringen,1,2020-07-21
Thüringen,1,2020-07-22
Thüringen,12,2020-07-23
Thüringen,2,2020-07-24
Thüringen,6,2020-07-25
Thüringen,1,2020-07-26
Thüringen,4,2020-07-27
Thüringen,6,2020-07-28
Thüringen,3,2020-07-29
Thüringen,6,2020-07-30
Thüringen,6,2020-07-31
Thüringen,3,2020-08-01
Thüringen,1,2020-08-02
Thüringen,10,2020-08-03
Thüringen,4,2020-08-04
Thüringen,11,2020-08-05
Thüringen,14,2020-08-06
Thüringen,10,2020-08-07
Thüringen,2,2020-08-08
Thüringen,1,2020-08-09
Thüringen,13,2020-08-10
Thüringen,14,2020-08-11
Thüringen,19,2020-08-12
Thüringen,11,2020-08-13
Thüringen,11,2020-08-14
Thüringen,1,2020-08-15
Thüringen,2,2020-08-16
Thüringen,5,2020-08-17
Thüringen,13,2020-08-18
Thüringen,6,2020-08-19
Thüringen,13,2020-08-20
Thüringen,9,2020-08-21
Thüringen,7,2020-08-22
Thüringen,4,2020-08-23
Thüringen,10,2020-08-24
Thüringen,9,2020-08-25
Thüringen,7,2020-08-26
Thüringen,14,2020-08-27
Thüringen,23,2020-08-28
Thüringen,9,2020-08-29
Thüringen,0,2020-08-30
Thüringen,5,2020-08-31
Thüringen,11,2020-09-01
Thüringen,11,2020-09-02
Thüringen,12,2020-09-03
Thüringen,18,2020-09-04
Thüringen,4,2020-09-05
Thüringen,7,2020-09-06
Thüringen,4,2020-09-07
Thüringen,10,2020-09-08
Thüringen,19,2020-09-09
Thüringen,19,2020-09-10
Thüringen,24,2020-09-11
Thüringen,23,2020-09-12
Thüringen,14,2020-09-13
Thüringen,17,2020-09-14
Thüringen,26,2020-09-15
Thüringen,25,2020-09-16
Thüringen,25,2020-09-17
Thüringen,32,2020-09-18
Thüringen,7,2020-09-19
Thüringen,6,2020-09-20
Thüringen,26,2020-09-21
Thüringen,17,2020-09-22
Thüringen,21,2020-09-23
Thüringen,21,2020-09-24
Thüringen,18,2020-09-25
Thüringen,7,2020-09-26
Thüringen,3,2020-09-27
Thüringen,8,2020-09-28
Thüringen,14,2020-09-29
Thüringen,31,2020-09-30
Thüringen,28,2020-10-01
Thüringen,28,2020-10-02
Thüringen,42,2020-10-03
Thüringen,7,2020-10-04
Thüringen,10,2020-10-05
Thüringen,18,2020-10-06
Thüringen,41,2020-10-07
Thüringen,47,2020-10-08
Thüringen,60,2020-10-09
Thüringen,54,2020-10-10
Thüringen,8,2020-10-11
Thüringen,56,2020-10-12
Thüringen,57,2020-10-13
Thüringen,65,2020-10-14
