Bundesland,Cases,Date
Baden-Württemberg,366,2020-09-15
Baden-Württemberg,356,2020-09-16
Baden-Württemberg,367,2020-09-17
Baden-Württemberg,302,2020-09-18
Baden-Württemberg,206,2020-09-19
Baden-Württemberg,114,2020-09-20
Baden-Württemberg,185,2020-09-21
Baden-Württemberg,237,2020-09-22
Baden-Württemberg,325,2020-09-23
Baden-Württemberg,304,2020-09-24
Baden-Württemberg,320,2020-09-25
Baden-Württemberg,277,2020-09-26
Baden-Württemberg,140,2020-09-27
Baden-Württemberg,204,2020-09-28
Baden-Württemberg,249,2020-09-29
Baden-Württemberg,321,2020-09-30
Baden-Württemberg,379,2020-10-01
Baden-Württemberg,412,2020-10-02
Baden-Württemberg,272,2020-10-03
Baden-Württemberg,155,2020-10-04
Baden-Württemberg,272,2020-10-05
Baden-Württemberg,606,2020-10-06
Baden-Württemberg,594,2020-10-07
Baden-Württemberg,547,2020-10-08
Baden-Württemberg,700,2020-10-09
Baden-Württemberg,622,2020-10-10
Baden-Württemberg,292,2020-10-11
Baden-Württemberg,490,2020-10-12
Baden-Württemberg,722,2020-10-13
Baden-Württemberg,441,2020-10-14
Bayern,2,2020-01-28
Bayern,2,2020-01-29
Bayern,3,2020-01-31
Bayern,1,2020-02-03
Bayern,3,2020-02-04
Bayern,1,2020-02-06
Bayern,1,2020-02-07
Bayern,2,2020-02-11
Bayern,1,2020-02-12
Bayern,0,2020-02-20
Bayern,0,2020-02-24
Bayern,0,2020-02-25
Bayern,0,2020-02-26
Bayern,1,2020-02-27
Bayern,2,2020-02-28
Bayern,2,2020-02-29
Bayern,4,2020-03-01
Bayern,6,2020-03-02
Bayern,6,2020-03-03
Bayern,10,2020-03-04
Bayern,19,2020-03-05
Bayern,51,2020-03-06
Bayern,20,2020-03-07
Bayern,20,2020-03-08
Bayern,87,2020-03-09
Bayern,111,2020-03-10
Bayern,120,2020-03-11
Bayern,137,2020-03-12
Bayern,252,2020-03-13
Bayern,230,2020-03-14
Bayern,169,2020-03-15
Bayern,270,2020-03-16
Bayern,473,2020-03-17
Bayern,752,2020-03-18
Bayern,822,2020-03-19
Bayern,864,2020-03-20
Bayern,1110,2020-03-21
Bayern,558,2020-03-22
Bayern,720,2020-03-23
Bayern,1218,2020-03-24
Bayern,1681,2020-03-25
Bayern,1705,2020-03-26
Bayern,1644,2020-03-27
Bayern,1420,2020-03-28
Bayern,865,2020-03-29
Bayern,1040,2020-03-30
Bayern,1846,2020-03-31
Bayern,1985,2020-04-01
Bayern,1941,2020-04-02
Bayern,1861,2020-04-03
Bayern,1494,2020-04-04
Bayern,720,2020-04-05
Bayern,1125,2020-04-06
Bayern,1534,2020-04-07
Bayern,1547,2020-04-08
Bayern,1264,2020-04-09
Bayern,943,2020-04-10
Bayern,764,2020-04-11
Bayern,418,2020-04-12
Bayern,464,2020-04-13
Bayern,750,2020-04-14
Bayern,963,2020-04-15
Bayern,863,2020-04-16
Bayern,777,2020-04-17
Bayern,520,2020-04-18
Bayern,385,2020-04-19
Bayern,374,2020-04-20
Bayern,502,2020-04-21
Bayern,596,2020-04-22
Bayern,571,2020-04-23
Bayern,527,2020-04-24
Bayern,310,2020-04-25
Bayern,187,2020-04-26
Bayern,339,2020-04-27
Bayern,362,2020-04-28
Bayern,305,2020-04-29
Bayern,291,2020-04-30
Bayern,221,2020-05-01
Bayern,137,2020-05-02
Bayern,91,2020-05-03
Bayern,164,2020-05-04
Bayern,212,2020-05-05
Bayern,266,2020-05-06
Bayern,233,2020-05-07
Bayern,209,2020-05-08
Bayern,123,2020-05-09
Bayern,78,2020-05-10
Bayern,188,2020-05-11
Bayern,212,2020-05-12
Bayern,188,2020-05-13
Bayern,208,2020-05-14
Bayern,134,2020-05-15
Bayern,101,2020-05-16
Bayern,58,2020-05-17
Bayern,87,2020-05-18
Bayern,108,2020-05-19
Bayern,193,2020-05-20
Bayern,93,2020-05-21
Bayern,117,2020-05-22
Bayern,79,2020-05-23
Bayern,94,2020-05-24
Bayern,88,2020-05-25
Bayern,134,2020-05-26
Bayern,116,2020-05-27
Bayern,87,2020-05-28
Bayern,78,2020-05-29
Bayern,83,2020-05-30
Bayern,37,2020-05-31
Bayern,20,2020-06-01
Bayern,37,2020-06-02
Bayern,54,2020-06-03
Bayern,84,2020-06-04
Bayern,57,2020-06-05
Bayern,23,2020-06-06
Bayern,39,2020-06-07
Bayern,41,2020-06-08
Bayern,45,2020-06-09
Bayern,75,2020-06-10
Bayern,35,2020-06-11
Bayern,32,2020-06-12
Bayern,22,2020-06-13
Bayern,18,2020-06-14
Bayern,35,2020-06-15
Bayern,43,2020-06-16
Bayern,43,2020-06-17
Bayern,46,2020-06-18
Bayern,40,2020-06-19
Bayern,33,2020-06-20
Bayern,28,2020-06-21
Bayern,41,2020-06-22
Bayern,47,2020-06-23
Bayern,56,2020-06-24
Bayern,59,2020-06-25
Bayern,86,2020-06-26
Bayern,43,2020-06-27
Bayern,32,2020-06-28
Bayern,61,2020-06-29
Bayern,86,2020-06-30
Bayern,63,2020-07-01
Bayern,69,2020-07-02
Bayern,83,2020-07-03
Bayern,70,2020-07-04
Bayern,28,2020-07-05
Bayern,82,2020-07-06
Bayern,91,2020-07-07
Bayern,70,2020-07-08
Bayern,89,2020-07-09
Bayern,90,2020-07-10
Bayern,60,2020-07-11
Bayern,18,2020-07-12
Bayern,60,2020-07-13
Bayern,86,2020-07-14
Bayern,107,2020-07-15
Bayern,97,2020-07-16
Bayern,79,2020-07-17
Bayern,49,2020-07-18
Bayern,44,2020-07-19
Bayern,77,2020-07-20
Bayern,85,2020-07-21
Bayern,79,2020-07-22
Bayern,101,2020-07-23
Bayern,134,2020-07-24
Bayern,154,2020-07-25
Bayern,85,2020-07-26
Bayern,74,2020-07-27
Bayern,102,2020-07-28
Bayern,118,2020-07-29
Bayern,101,2020-07-30
Bayern,145,2020-07-31
Bayern,72,2020-08-01
Bayern,70,2020-08-02
Bayern,123,2020-08-03
Bayern,168,2020-08-04
Bayern,119,2020-08-05
Bayern,133,2020-08-06
Bayern,79,2020-08-07
Bayern,47,2020-08-08
Bayern,33,2020-08-09
Bayern,185,2020-08-10
Bayern,176,2020-08-11
Bayern,204,2020-08-12
Bayern,236,2020-08-13
Bayern,217,2020-08-14
Bayern,88,2020-08-15
Bayern,162,2020-08-16
Bayern,370,2020-08-17
Bayern,310,2020-08-18
Bayern,398,2020-08-19
Bayern,394,2020-08-20
Bayern,311,2020-08-21
Bayern,184,2020-08-22
Bayern,118,2020-08-23
Bayern,357,2020-08-24
Bayern,330,2020-08-25
Bayern,491,2020-08-26
Bayern,408,2020-08-27
Bayern,275,2020-08-28
Bayern,174,2020-08-29
Bayern,112,2020-08-30
Bayern,276,2020-08-31
Bayern,331,2020-09-01
Bayern,344,2020-09-02
Bayern,397,2020-09-03
Bayern,383,2020-09-04
Bayern,308,2020-09-05
Bayern,197,2020-09-06
Bayern,432,2020-09-07
Bayern,458,2020-09-08
Bayern,534,2020-09-09
Bayern,395,2020-09-10
Bayern,359,2020-09-11
Bayern,256,2020-09-12
Bayern,217,2020-09-13
Bayern,396,2020-09-14
Bayern,548,2020-09-15
Bayern,514,2020-09-16
Bayern,532,2020-09-17
Bayern,459,2020-09-18
Bayern,310,2020-09-19
Bayern,166,2020-09-20
Bayern,392,2020-09-21
Bayern,342,2020-09-22
Bayern,426,2020-09-23
Bayern,399,2020-09-24
Bayern,352,2020-09-25
Bayern,238,2020-09-26
Bayern,125,2020-09-27
Bayern,421,2020-09-28
Bayern,341,2020-09-29
Bayern,393,2020-09-30
Bayern,347,2020-10-01
Bayern,346,2020-10-02
Bayern,306,2020-10-03
Bayern,148,2020-10-04
Bayern,356,2020-10-05
Bayern,495,2020-10-06
Bayern,658,2020-10-07
Bayern,674,2020-10-08
Bayern,738,2020-10-09
Bayern,416,2020-10-10
Bayern,319,2020-10-11
Bayern,668,2020-10-12
Bayern,662,2020-10-13
Bayern,711,2020-10-14
Saarland,0,2020-01-28
Saarland,0,2020-01-29
Saarland,0,2020-01-31
Saarland,0,2020-02-03
Saarland,0,2020-02-04
Saarland,0,2020-02-06
Saarland,0,2020-02-07
Saarland,0,2020-02-11
Saarland,0,2020-02-12
Saarland,0,2020-02-20
Saarland,0,2020-02-24
Saarland,0,2020-02-25
Saarland,0,2020-02-26
Saarland,1,2020-02-27
Saarland,0,2020-02-28
Saarland,0,2020-02-29
Saarland,0,2020-03-01
Saarland,0,2020-03-02
Saarland,0,2020-03-03
Saarland,0,2020-03-04
Saarland,0,2020-03-05
Saarland,0,2020-03-06
Saarland,0,2020-03-07
Saarland,1,2020-03-08
Saarland,5,2020-03-09
Saarland,2,2020-03-10
Saarland,10,2020-03-11
Saarland,13,2020-03-12
Saarland,17,2020-03-13
Saarland,12,2020-03-14
Saarland,17,2020-03-15
Saarland,24,2020-03-16
Saarland,23,2020-03-17
Saarland,44,2020-03-18
Saarland,44,2020-03-19
Saarland,37,2020-03-20
Saarland,38,2020-03-21
Saarland,46,2020-03-22
Saarland,59,2020-03-23
Saarland,33,2020-03-24
Saarland,49,2020-03-25
Saarland,70,2020-03-26
Saarland,63,2020-03-27
Saarland,66,2020-03-28
Saarland,77,2020-03-29
Saarland,66,2020-03-30
Saarland,130,2020-03-31
Saarland,109,2020-04-01
Saarland,171,2020-04-02
Saarland,70,2020-04-03
Saarland,139,2020-04-04
Saarland,87,2020-04-05
Saarland,76,2020-04-06
Saarland,75,2020-04-07
Saarland,153,2020-04-08
Saarland,133,2020-04-09
Saarland,91,2020-04-10
Saarland,20,2020-04-11
Saarland,22,2020-04-12
Saarland,27,2020-04-13
Saarland,27,2020-04-14
Saarland,50,2020-04-15
Saarland,49,2020-04-16
Saarland,31,2020-04-17
Saarland,27,2020-04-18
Saarland,2,2020-04-19
Saarland,16,2020-04-20
Saarland,36,2020-04-21
Saarland,44,2020-04-22
Saarland,20,2020-04-23
Saarland,22,2020-04-24
Saarland,14,2020-04-25
Saarland,17,2020-04-26
Saarland,5,2020-04-27
Saarland,7,2020-04-28
Saarland,27,2020-04-29
Saarland,23,2020-04-30
Saarland,13,2020-05-01
Saarland,6,2020-05-02
Saarland,4,2020-05-03
Saarland,5,2020-05-04
Saarland,6,2020-05-05
Saarland,9,2020-05-06
Saarland,11,2020-05-07
Saarland,5,2020-05-08
Saarland,4,2020-05-09
Saarland,0,2020-05-10
Saarland,2,2020-05-11
Saarland,7,2020-05-12
Saarland,8,2020-05-13
Saarland,9,2020-05-14
Saarland,4,2020-05-15
Saarland,2,2020-05-16
Saarland,0,2020-05-17
Saarland,3,2020-05-18
Saarland,4,2020-05-19
Saarland,3,2020-05-20
Saarland,3,2020-05-21
Saarland,3,2020-05-22
Saarland,4,2020-05-23
Saarland,1,2020-05-24
Saarland,4,2020-05-25
Saarland,4,2020-05-26
Saarland,4,2020-05-27
Saarland,4,2020-05-28
Saarland,6,2020-05-29
Saarland,1,2020-05-30
Saarland,1,2020-05-31
Saarland,7,2020-06-01
Saarland,2,2020-06-02
Saarland,3,2020-06-03
Saarland,1,2020-06-04
Saarland,4,2020-06-05
Saarland,5,2020-06-06
Saarland,1,2020-06-07
Saarland,9,2020-06-08
Saarland,7,2020-06-09
Saarland,5,2020-06-10
Saarland,0,2020-06-11
Saarland,1,2020-06-12
Saarland,1,2020-06-13
Saarland,0,2020-06-14
Saarland,0,2020-06-15
Saarland,1,2020-06-16
Saarland,2,2020-06-17
Saarland,2,2020-06-18
Saarland,1,2020-06-19
Saarland,1,2020-06-20
Saarland,0,2020-06-21
Saarland,1,2020-06-22
Saarland,0,2020-06-23
Saarland,1,2020-06-24
Saarland,1,2020-06-25
Saarland,2,2020-06-26
Saarland,1,2020-06-27
Saarland,1,2020-06-28
Saarland,0,2020-06-29
Saarland,0,2020-06-30
Saarland,1,2020-07-01
Saarland,1,2020-07-02
Saarland,0,2020-07-03
Saarland,1,2020-07-04
Saarland,0,2020-07-05
Saarland,0,2020-07-06
Saarland,2,2020-07-07
Saarland,1,2020-07-08
Saarland,3,2020-07-09
Saarland,4,2020-07-10
Saarland,2,2020-07-11
Saarland,1,2020-07-12
Saarland,2,2020-07-13
Saarland,2,2020-07-14
Saarland,2,2020-07-15
Saarland,4,2020-07-16
Saarland,4,2020-07-17
Saarland,2,2020-07-18
Saarland,0,2020-07-19
Saarland,1,2020-07-20
Saarland,5,2020-07-21
Saarland,5,2020-07-22
Saarland,2,2020-07-23
Saarland,9,2020-07-24
Saarland,2,2020-07-25
Saarland,0,2020-07-26
Saarland,2,2020-07-27
Saarland,7,2020-07-28
Saarland,6,2020-07-29
Saarland,8,2020-07-30
Saarland,3,2020-07-31
Saarland,5,2020-08-01
Saarland,2,2020-08-02
Saarland,0,2020-08-03
Saarland,5,2020-08-04
Saarland,12,2020-08-05
Saarland,8,2020-08-06
Saarland,7,2020-08-07
Saarland,5,2020-08-08
Saarland,1,2020-08-09
Saarland,14,2020-08-10
Saarland,9,2020-08-11
Saarland,8,2020-08-12
Saarland,16,2020-08-13
Saarland,17,2020-08-14
Saarland,7,2020-08-15
Saarland,3,2020-08-16
Saarland,7,2020-08-17
Saarland,9,2020-08-18
Saarland,19,2020-08-19
Saarland,18,2020-08-20
Saarland,14,2020-08-21
Saarland,4,2020-08-22
Saarland,2,2020-08-23
Saarland,4,2020-08-24
Saarland,9,2020-08-25
Saarland,10,2020-08-26
Saarland,14,2020-08-27
Saarland,18,2020-08-28
Saarland,17,2020-08-29
Saarland,0,2020-08-30
Saarland,3,2020-08-31
Saarland,2,2020-09-01
Saarland,12,2020-09-02
Saarland,7,2020-09-03
Saarland,16,2020-09-04
Saarland,6,2020-09-05
Saarland,1,2020-09-06
Saarland,1,2020-09-07
Saarland,7,2020-09-08
Saarland,12,2020-09-09
Saarland,7,2020-09-10
Saarland,11,2020-09-11
Saarland,6,2020-09-12
Saarland,1,2020-09-13
Saarland,4,2020-09-14
Saarland,7,2020-09-15
Saarland,22,2020-09-16
Saarland,14,2020-09-17
Saarland,8,2020-09-18
Saarland,7,2020-09-19
Saarland,1,2020-09-20
Saarland,9,2020-09-21
Saarland,15,2020-09-22
Saarland,8,2020-09-23
Saarland,6,2020-09-24
Saarland,15,2020-09-25
Saarland,9,2020-09-26
Saarland,2,2020-09-27
Saarland,4,2020-09-28
Saarland,24,2020-09-29
Saarland,31,2020-09-30
Saarland,28,2020-10-01
Saarland,25,2020-10-02
Saarland,26,2020-10-03
Saarland,6,2020-10-04
Saarland,14,2020-10-05
Saarland,41,2020-10-06
Saarland,34,2020-10-07
Saarland,35,2020-10-08
Saarland,64,2020-10-09
Saarland,67,2020-10-10
Saarland,43,2020-10-11
Saarland,29,2020-10-12
Saarland,108,2020-10-13
Saarland,79,2020-10-14
Berlin,0,2020-01-28
Berlin,0,2020-01-29
Berlin,0,2020-01-31
Berlin,0,2020-02-03
Berlin,0,2020-02-04
Berlin,0,2020-02-06
Berlin,0,2020-02-07
Berlin,0,2020-02-11
Berlin,0,2020-02-12
Berlin,0,2020-02-20
Berlin,0,2020-02-24
Berlin,0,2020-02-25
Berlin,0,2020-02-26
Berlin,0,2020-02-27
Berlin,0,2020-02-28
Berlin,0,2020-02-29
Berlin,0,2020-03-01
Berlin,0,2020-03-02
Berlin,6,2020-03-03
Berlin,3,2020-03-04
Berlin,10,2020-03-05
Berlin,5,2020-03-06
Berlin,1,2020-03-07
Berlin,11,2020-03-08
Berlin,22,2020-03-09
Berlin,34,2020-03-10
Berlin,42,2020-03-11
Berlin,47,2020-03-12
Berlin,59,2020-03-13
Berlin,29,2020-03-14
Berlin,26,2020-03-15
Berlin,63,2020-03-16
Berlin,93,2020-03-17
Berlin,146,2020-03-18
Berlin,180,2020-03-19
Berlin,170,2020-03-20
Berlin,128,2020-03-21
Berlin,68,2020-03-22
Berlin,159,2020-03-23
Berlin,199,2020-03-24
Berlin,245,2020-03-25
Berlin,286,2020-03-26
Berlin,205,2020-03-27
Berlin,197,2020-03-28
Berlin,87,2020-03-29
Berlin,167,2020-03-30
Berlin,213,2020-03-31
Berlin,187,2020-04-01
Berlin,238,2020-04-02
Berlin,239,2020-04-03
Berlin,108,2020-04-04
Berlin,78,2020-04-05
Berlin,144,2020-04-06
Berlin,202,2020-04-07
Berlin,178,2020-04-08
Berlin,176,2020-04-09
Berlin,82,2020-04-10
Berlin,87,2020-04-11
Berlin,54,2020-04-12
Berlin,59,2020-04-13
Berlin,74,2020-04-14
Berlin,113,2020-04-15
Berlin,94,2020-04-16
Berlin,120,2020-04-17
Berlin,82,2020-04-18
Berlin,33,2020-04-19
Berlin,45,2020-04-20
Berlin,76,2020-04-21
Berlin,81,2020-04-22
Berlin,87,2020-04-23
Berlin,73,2020-04-24
Berlin,55,2020-04-25
Berlin,21,2020-04-26
Berlin,56,2020-04-27
Berlin,79,2020-04-28
Berlin,68,2020-04-29
Berlin,57,2020-04-30
Berlin,25,2020-05-01
Berlin,31,2020-05-02
Berlin,32,2020-05-03
Berlin,52,2020-05-04
Berlin,53,2020-05-05
Berlin,58,2020-05-06
Berlin,58,2020-05-07
Berlin,4,2020-05-08
Berlin,17,2020-05-09
Berlin,8,2020-05-10
Berlin,17,2020-05-11
Berlin,37,2020-05-12
Berlin,58,2020-05-13
Berlin,45,2020-05-14
Berlin,16,2020-05-15
Berlin,16,2020-05-16
Berlin,8,2020-05-17
Berlin,33,2020-05-18
Berlin,46,2020-05-19
Berlin,48,2020-05-20
Berlin,10,2020-05-21
Berlin,36,2020-05-22
Berlin,8,2020-05-23
Berlin,3,2020-05-24
Berlin,22,2020-05-25
Berlin,22,2020-05-26
Berlin,42,2020-05-27
Berlin,25,2020-05-28
Berlin,30,2020-05-29
Berlin,23,2020-05-30
Berlin,27,2020-05-31
Berlin,2,2020-06-01
Berlin,41,2020-06-02
Berlin,55,2020-06-03
Berlin,32,2020-06-04
Berlin,35,2020-06-05
Berlin,16,2020-06-06
Berlin,8,2020-06-07
Berlin,29,2020-06-08
Berlin,57,2020-06-09
Berlin,80,2020-06-10
Berlin,50,2020-06-11
Berlin,42,2020-06-12
Berlin,68,2020-06-13
Berlin,12,2020-06-14
Berlin,31,2020-06-15
Berlin,75,2020-06-16
Berlin,85,2020-06-17
Berlin,128,2020-06-18
Berlin,137,2020-06-19
Berlin,34,2020-06-20
Berlin,20,2020-06-21
Berlin,63,2020-06-22
Berlin,70,2020-06-23
Berlin,57,2020-06-24
Berlin,61,2020-06-25
Berlin,43,2020-06-26
Berlin,17,2020-06-27
Berlin,2,2020-06-28
Berlin,53,2020-06-29
Berlin,35,2020-06-30
Berlin,46,2020-07-01
Berlin,57,2020-07-02
Berlin,41,2020-07-03
Berlin,31,2020-07-04
Berlin,2,2020-07-05
Berlin,33,2020-07-06
Berlin,37,2020-07-07
Berlin,46,2020-07-08
Berlin,34,2020-07-09
Berlin,34,2020-07-10
Berlin,4,2020-07-11
Berlin,1,2020-07-12
Berlin,27,2020-07-13
Berlin,25,2020-07-14
Berlin,24,2020-07-15
Berlin,15,2020-07-16
Berlin,21,2020-07-17
Berlin,19,2020-07-18
Berlin,0,2020-07-19
Berlin,31,2020-07-20
Berlin,33,2020-07-21
Berlin,27,2020-07-22
Berlin,47,2020-07-23
Berlin,61,2020-07-24
Berlin,19,2020-07-25
Berlin,3,2020-07-26
Berlin,41,2020-07-27
Berlin,64,2020-07-28
Berlin,69,2020-07-29
Berlin,50,2020-07-30
Berlin,76,2020-07-31
Berlin,34,2020-08-01
Berlin,0,2020-08-02
Berlin,48,2020-08-03
Berlin,57,2020-08-04
Berlin,67,2020-08-05
Berlin,83,2020-08-06
Berlin,102,2020-08-07
Berlin,19,2020-08-08
Berlin,6,2020-08-09
Berlin,94,2020-08-10
Berlin,103,2020-08-11
Berlin,144,2020-08-12
Berlin,89,2020-08-13
Berlin,75,2020-08-14
Berlin,33,2020-08-15
Berlin,3,2020-08-16
Berlin,99,2020-08-17
Berlin,76,2020-08-18
Berlin,71,2020-08-19
Berlin,110,2020-08-20
Berlin,77,2020-08-21
Berlin,32,2020-08-22
Berlin,1,2020-08-23
Berlin,94,2020-08-24
Berlin,67,2020-08-25
Berlin,99,2020-08-26
Berlin,75,2020-08-27
Berlin,103,2020-08-28
Berlin,35,2020-08-29
Berlin,5,2020-08-30
Berlin,123,2020-08-31
Berlin,68,2020-09-01
Berlin,85,2020-09-02
Berlin,77,2020-09-03
Berlin,119,2020-09-04
Berlin,47,2020-09-05
Berlin,3,2020-09-06
Berlin,132,2020-09-07
Berlin,56,2020-09-08
Berlin,113,2020-09-09
Berlin,136,2020-09-10
Berlin,89,2020-09-11
Berlin,42,2020-09-12
Berlin,6,2020-09-13
Berlin,95,2020-09-14
Berlin,117,2020-09-15
Berlin,175,2020-09-16
Berlin,176,2020-09-17
Berlin,190,2020-09-18
Berlin,58,2020-09-19
Berlin,27,2020-09-20
Berlin,193,2020-09-21
Berlin,169,2020-09-22
Berlin,182,2020-09-23
Berlin,227,2020-09-24
Berlin,205,2020-09-25
Berlin,83,2020-09-26
Berlin,28,2020-09-27
Berlin,204,2020-09-28
Berlin,217,2020-09-29
Berlin,276,2020-09-30
Berlin,313,2020-10-01
Berlin,341,2020-10-02
Berlin,98,2020-10-03
Berlin,111,2020-10-04
Berlin,311,2020-10-05
Berlin,321,2020-10-06
Berlin,497,2020-10-07
Berlin,453,2020-10-08
Berlin,501,2020-10-09
Berlin,172,2020-10-10
Berlin,151,2020-10-11
Berlin,597,2020-10-12
Berlin,500,2020-10-13
Berlin,230,2020-10-14
Brandenburg,0,2020-01-28
Brandenburg,0,2020-01-29
Brandenburg,0,2020-01-31
Brandenburg,0,2020-02-03
Brandenburg,0,2020-02-04
Brandenburg,0,2020-02-06
Brandenburg,0,2020-02-07
Brandenburg,0,2020-02-11
Brandenburg,0,2020-02-12
Brandenburg,0,2020-02-20
Brandenburg,0,2020-02-24
Brandenburg,0,2020-02-25
Brandenburg,0,2020-02-26
Brandenburg,0,2020-02-27
Brandenburg,0,2020-02-28
Brandenburg,0,2020-02-29
Brandenburg,1,2020-03-01
Brandenburg,0,2020-03-02
Brandenburg,0,2020-03-03
Brandenburg,0,2020-03-04
Brandenburg,2,2020-03-05
Brandenburg,0,2020-03-06
Brandenburg,0,2020-03-07
Brandenburg,4,2020-03-08
Brandenburg,4,2020-03-09
Brandenburg,9,2020-03-10
Brandenburg,8,2020-03-11
Brandenburg,25,2020-03-12
Brandenburg,21,2020-03-13
Brandenburg,14,2020-03-14
Brandenburg,21,2020-03-15
Brandenburg,20,2020-03-16
Brandenburg,65,2020-03-17
Brandenburg,46,2020-03-18
Brandenburg,56,2020-03-19
Brandenburg,63,2020-03-20
Brandenburg,24,2020-03-21
Brandenburg,21,2020-03-22
Brandenburg,51,2020-03-23
Brandenburg,56,2020-03-24
Brandenburg,97,2020-03-25
Brandenburg,73,2020-03-26
Brandenburg,79,2020-03-27
Brandenburg,44,2020-03-28
Brandenburg,27,2020-03-29
Brandenburg,95,2020-03-30
Brandenburg,129,2020-03-31
Brandenburg,70,2020-04-01
Brandenburg,116,2020-04-02
Brandenburg,136,2020-04-03
Brandenburg,40,2020-04-04
Brandenburg,25,2020-04-05
Brandenburg,75,2020-04-06
Brandenburg,106,2020-04-07
Brandenburg,118,2020-04-08
Brandenburg,115,2020-04-09
Brandenburg,75,2020-04-10
Brandenburg,49,2020-04-11
Brandenburg,44,2020-04-12
Brandenburg,12,2020-04-13
Brandenburg,54,2020-04-14
Brandenburg,66,2020-04-15
Brandenburg,62,2020-04-16
Brandenburg,110,2020-04-17
Brandenburg,61,2020-04-18
Brandenburg,29,2020-04-19
Brandenburg,57,2020-04-20
Brandenburg,66,2020-04-21
Brandenburg,51,2020-04-22
Brandenburg,40,2020-04-23
Brandenburg,84,2020-04-24
Brandenburg,24,2020-04-25
Brandenburg,7,2020-04-26
Brandenburg,38,2020-04-27
Brandenburg,67,2020-04-28
Brandenburg,37,2020-04-29
Brandenburg,35,2020-04-30
Brandenburg,33,2020-05-01
Brandenburg,15,2020-05-02
Brandenburg,6,2020-05-03
Brandenburg,19,2020-05-04
Brandenburg,44,2020-05-05
Brandenburg,26,2020-05-06
Brandenburg,12,2020-05-07
Brandenburg,17,2020-05-08
Brandenburg,5,2020-05-09
Brandenburg,3,2020-05-10
Brandenburg,9,2020-05-11
Brandenburg,6,2020-05-12
Brandenburg,10,2020-05-13
Brandenburg,16,2020-05-14
Brandenburg,7,2020-05-15
Brandenburg,13,2020-05-16
Brandenburg,1,2020-05-17
Brandenburg,6,2020-05-18
Brandenburg,4,2020-05-19
Brandenburg,13,2020-05-20
Brandenburg,3,2020-05-21
Brandenburg,5,2020-05-22
Brandenburg,5,2020-05-23
Brandenburg,1,2020-05-24
Brandenburg,7,2020-05-25
Brandenburg,5,2020-05-26
Brandenburg,6,2020-05-27
Brandenburg,6,2020-05-28
Brandenburg,3,2020-05-29
Brandenburg,5,2020-05-30
Brandenburg,1,2020-05-31
Brandenburg,0,2020-06-01
Brandenburg,4,2020-06-02
Brandenburg,5,2020-06-03
Brandenburg,3,2020-06-04
Brandenburg,4,2020-06-05
Brandenburg,1,2020-06-06
Brandenburg,0,2020-06-07
Brandenburg,2,2020-06-08
Brandenburg,6,2020-06-09
Brandenburg,5,2020-06-10
Brandenburg,5,2020-06-11
Brandenburg,8,2020-06-12
Brandenburg,5,2020-06-13
Brandenburg,1,2020-06-14
Brandenburg,11,2020-06-15
Brandenburg,12,2020-06-16
Brandenburg,7,2020-06-17
Brandenburg,13,2020-06-18
Brandenburg,16,2020-06-19
Brandenburg,14,2020-06-20
Brandenburg,0,2020-06-21
Brandenburg,4,2020-06-22
Brandenburg,13,2020-06-23
Brandenburg,10,2020-06-24
Brandenburg,3,2020-06-25
Brandenburg,6,2020-06-26
Brandenburg,1,2020-06-27
Brandenburg,2,2020-06-28
Brandenburg,5,2020-06-29
Brandenburg,4,2020-06-30
Brandenburg,9,2020-07-01
Brandenburg,8,2020-07-02
Brandenburg,10,2020-07-03
Brandenburg,6,2020-07-04
Brandenburg,0,2020-07-05
Brandenburg,5,2020-07-06
Brandenburg,2,2020-07-07
Brandenburg,0,2020-07-08
Brandenburg,5,2020-07-09
Brandenburg,3,2020-07-10
Brandenburg,4,2020-07-11
Brandenburg,1,2020-07-12
Brandenburg,2,2020-07-13
Brandenburg,6,2020-07-14
Brandenburg,4,2020-07-15
Brandenburg,2,2020-07-16
Brandenburg,5,2020-07-17
Brandenburg,7,2020-07-18
Brandenburg,0,2020-07-19
Brandenburg,27,2020-07-20
Brandenburg,14,2020-07-21
Brandenburg,11,2020-07-22
Brandenburg,5,2020-07-23
Brandenburg,1,2020-07-24
Brandenburg,1,2020-07-25
Brandenburg,2,2020-07-26
Brandenburg,4,2020-07-27
Brandenburg,9,2020-07-28
Brandenburg,1,2020-07-29
Brandenburg,9,2020-07-30
Brandenburg,4,2020-07-31
Brandenburg,2,2020-08-01
Brandenburg,3,2020-08-02
Brandenburg,5,2020-08-03
Brandenburg,13,2020-08-04
Brandenburg,8,2020-08-05
Brandenburg,17,2020-08-06
Brandenburg,19,2020-08-07
Brandenburg,5,2020-08-08
Brandenburg,1,2020-08-09
Brandenburg,7,2020-08-10
Brandenburg,8,2020-08-11
Brandenburg,20,2020-08-12
Brandenburg,10,2020-08-13
Brandenburg,8,2020-08-14
Brandenburg,5,2020-08-15
Brandenburg,5,2020-08-16
Brandenburg,16,2020-08-17
Brandenburg,18,2020-08-18
Brandenburg,19,2020-08-19
Brandenburg,18,2020-08-20
Brandenburg,15,2020-08-21
Brandenburg,12,2020-08-22
Brandenburg,4,2020-08-23
Brandenburg,13,2020-08-24
Brandenburg,18,2020-08-25
Brandenburg,18,2020-08-26
Brandenburg,13,2020-08-27
Brandenburg,4,2020-08-28
