Statistikdatum,Region,Cases
2020-07-27,Gävleborg,1
2020-07-28,Gävleborg,4
2020-07-29,Gävleborg,5
2020-07-30,Gävleborg,3
2020-07-31,Gävleborg,4
2020-08-01,Gävleborg,5
2020-08-02,Gävleborg,0
2020-08-03,Gävleborg,0
2020-08-04,Gävleborg,4
2020-08-05,Gävleborg,2
2020-08-06,Gävleborg,9
2020-08-07,Gävleborg,1
2020-08-08,Gävleborg,19
2020-08-09,Gävleborg,0
2020-08-10,Gävleborg,0
2020-08-11,Gävleborg,14
2020-08-12,Gävleborg,9
2020-08-13,Gävleborg,8
2020-08-14,Gävleborg,10
2020-08-15,Gävleborg,3
2020-08-16,Gävleborg,0
2020-08-17,Gävleborg,5
2020-08-18,Gävleborg,3
2020-08-19,Gävleborg,4
2020-08-20,Gävleborg,8
2020-08-21,Gävleborg,5
2020-08-22,Gävleborg,8
2020-08-23,Gävleborg,1
2020-08-24,Gävleborg,0
2020-08-25,Gävleborg,3
2020-08-26,Gävleborg,16
2020-08-27,Gävleborg,1
2020-08-28,Gävleborg,4
2020-08-29,Gävleborg,1
2020-08-30,Gävleborg,3
2020-08-31,Gävleborg,1
2020-09-01,Gävleborg,2
2020-09-02,Gävleborg,9
2020-09-03,Gävleborg,7
2020-09-04,Gävleborg,2
2020-09-05,Gävleborg,3
2020-09-06,Gävleborg,0
2020-09-07,Gävleborg,9
2020-09-08,Gävleborg,7
2020-09-09,Gävleborg,8
2020-09-10,Gävleborg,3
2020-09-11,Gävleborg,0
2020-09-12,Gävleborg,7
2020-09-13,Gävleborg,8
2020-09-14,Gävleborg,4
2020-09-15,Gävleborg,13
2020-09-16,Gävleborg,2
2020-09-17,Gävleborg,5
2020-09-18,Gävleborg,7
2020-09-19,Gävleborg,3
2020-09-20,Gävleborg,3
2020-09-21,Gävleborg,6
2020-09-22,Gävleborg,7
2020-09-23,Gävleborg,12
2020-09-24,Gävleborg,12
2020-09-25,Gävleborg,21
2020-09-26,Gävleborg,15
2020-09-27,Gävleborg,0
2020-09-28,Gävleborg,2
2020-09-29,Gävleborg,18
2020-09-30,Gävleborg,7
2020-10-01,Gävleborg,16
2020-10-02,Gävleborg,12
2020-10-03,Gävleborg,20
2020-10-04,Gävleborg,0
2020-10-05,Gävleborg,0
2020-10-06,Gävleborg,26
2020-10-07,Gävleborg,18
2020-10-08,Gävleborg,4
2020-10-09,Gävleborg,17
2020-10-10,Gävleborg,14
2020-10-11,Gävleborg,0
2020-10-12,Gävleborg,0
2020-10-13,Gävleborg,18
2020-10-14,Gävleborg,6
2020-02-05,Halland,0
2020-02-06,Halland,0
2020-02-07,Halland,0
2020-02-08,Halland,0
2020-02-09,Halland,0
2020-02-10,Halland,0
2020-02-11,Halland,0
2020-02-12,Halland,0
2020-02-13,Halland,0
2020-02-14,Halland,0
2020-02-15,Halland,0
2020-02-16,Halland,0
2020-02-17,Halland,0
2020-02-18,Halland,0
2020-02-19,Halland,0
2020-02-20,Halland,0
2020-02-21,Halland,0
2020-02-22,Halland,0
2020-02-23,Halland,0
2020-02-24,Halland,0
2020-02-25,Halland,0
2020-02-26,Halland,0
2020-02-27,Halland,0
2020-02-28,Halland,0
2020-02-29,Halland,0
2020-03-01,Halland,0
2020-03-02,Halland,0
2020-03-03,Halland,0
2020-03-04,Halland,0
2020-03-05,Halland,0
2020-03-06,Halland,0
2020-03-07,Halland,0
2020-03-08,Halland,1
2020-03-09,Halland,4
2020-03-10,Halland,1
2020-03-11,Halland,16
2020-03-12,Halland,9
2020-03-13,Halland,9
2020-03-14,Halland,0
2020-03-15,Halland,2
2020-03-16,Halland,1
2020-03-17,Halland,3
2020-03-18,Halland,2
2020-03-19,Halland,2
2020-03-20,Halland,5
2020-03-21,Halland,3
2020-03-22,Halland,1
2020-03-23,Halland,4
2020-03-24,Halland,0
2020-03-25,Halland,7
2020-03-26,Halland,9
2020-03-27,Halland,3
2020-03-28,Halland,6
2020-03-29,Halland,2
2020-03-30,Halland,5
2020-03-31,Halland,7
2020-04-01,Halland,4
2020-04-02,Halland,9
2020-04-03,Halland,12
2020-04-04,Halland,2
2020-04-05,Halland,3
2020-04-06,Halland,10
2020-04-07,Halland,13
2020-04-08,Halland,9
2020-04-09,Halland,12
2020-04-10,Halland,4
2020-04-11,Halland,2
2020-04-12,Halland,3
2020-04-13,Halland,3
2020-04-14,Halland,6
2020-04-15,Halland,6
2020-04-16,Halland,15
2020-04-17,Halland,9
2020-04-18,Halland,7
2020-04-19,Halland,6
2020-04-20,Halland,10
2020-04-21,Halland,17
2020-04-22,Halland,19
2020-04-23,Halland,18
2020-04-24,Halland,17
2020-04-25,Halland,2
2020-04-26,Halland,5
2020-04-27,Halland,18
2020-04-28,Halland,10
2020-04-29,Halland,10
2020-04-30,Halland,8
2020-05-01,Halland,2
2020-05-02,Halland,8
2020-05-03,Halland,2
2020-05-04,Halland,10
2020-05-05,Halland,21
2020-05-06,Halland,23
2020-05-07,Halland,15
2020-05-08,Halland,15
2020-05-09,Halland,5
2020-05-10,Halland,4
2020-05-11,Halland,10
2020-05-12,Halland,13
2020-05-13,Halland,7
2020-05-14,Halland,13
2020-05-15,Halland,22
2020-05-16,Halland,8
2020-05-17,Halland,4
2020-05-18,Halland,19
2020-05-19,Halland,14
2020-05-20,Halland,42
2020-05-21,Halland,10
2020-05-22,Halland,8
2020-05-23,Halland,6
2020-05-24,Halland,2
2020-05-25,Halland,8
2020-05-26,Halland,21
2020-05-27,Halland,34
2020-05-28,Halland,27
2020-05-29,Halland,17
2020-05-30,Halland,11
2020-05-31,Halland,7
2020-06-01,Halland,22
2020-06-02,Halland,31
2020-06-03,Halland,11
2020-06-04,Halland,22
2020-06-05,Halland,23
2020-06-06,Halland,19
2020-06-07,Halland,8
2020-06-08,Halland,17
2020-06-09,Halland,28
2020-06-10,Halland,26
2020-06-11,Halland,29
2020-06-12,Halland,24
2020-06-13,Halland,24
2020-06-14,Halland,4
2020-06-15,Halland,9
2020-06-16,Halland,47
2020-06-17,Halland,25
2020-06-18,Halland,23
2020-06-19,Halland,9
2020-06-20,Halland,6
2020-06-21,Halland,2
2020-06-22,Halland,10
2020-06-23,Halland,86
2020-06-24,Halland,17
2020-06-25,Halland,24
2020-06-26,Halland,70
2020-06-27,Halland,32
2020-06-28,Halland,1
2020-06-29,Halland,54
2020-06-30,Halland,52
2020-07-01,Halland,3
2020-07-02,Halland,36
2020-07-03,Halland,17
2020-07-04,Halland,1
2020-07-05,Halland,0
2020-07-06,Halland,0
2020-07-07,Halland,28
2020-07-08,Halland,6
2020-07-09,Halland,4
2020-07-10,Halland,14
2020-07-11,Halland,3
2020-07-12,Halland,1
2020-07-13,Halland,4
2020-07-14,Halland,5
2020-07-15,Halland,8
2020-07-16,Halland,5
2020-07-17,Halland,12
2020-07-18,Halland,0
2020-07-19,Halland,1
2020-07-20,Halland,8
2020-07-21,Halland,7
2020-07-22,Halland,5
2020-07-23,Halland,4
2020-07-24,Halland,5
2020-07-25,Halland,1
2020-07-26,Halland,1
2020-07-27,Halland,7
2020-07-28,Halland,6
2020-07-29,Halland,15
2020-07-30,Halland,16
2020-07-31,Halland,14
2020-08-01,Halland,1
2020-08-02,Halland,1
2020-08-03,Halland,14
2020-08-04,Halland,7
2020-08-05,Halland,30
2020-08-06,Halland,19
2020-08-07,Halland,25
2020-08-08,Halland,2
2020-08-09,Halland,2
2020-08-10,Halland,21
2020-08-11,Halland,33
2020-08-12,Halland,11
2020-08-13,Halland,12
2020-08-14,Halland,12
2020-08-15,Halland,1
2020-08-16,Halland,1
2020-08-17,Halland,12
2020-08-18,Halland,39
2020-08-19,Halland,4
2020-08-20,Halland,10
2020-08-21,Halland,29
2020-08-22,Halland,2
2020-08-23,Halland,3
2020-08-24,Halland,21
2020-08-25,Halland,20
2020-08-26,Halland,16
2020-08-27,Halland,10
2020-08-28,Halland,1
2020-08-29,Halland,4
2020-08-30,Halland,4
2020-08-31,Halland,28
2020-09-01,Halland,19
2020-09-02,Halland,6
2020-09-03,Halland,27
2020-09-04,Halland,8
2020-09-05,Halland,3
2020-09-06,Halland,2
2020-09-07,Halland,16
2020-09-08,Halland,16
2020-09-09,Halland,18
2020-09-10,Halland,9
2020-09-11,Halland,14
2020-09-12,Halland,1
2020-09-13,Halland,5
2020-09-14,Halland,13
2020-09-15,Halland,8
2020-09-16,Halland,15
2020-09-17,Halland,11
2020-09-18,Halland,36
2020-09-19,Halland,1
2020-09-20,Halland,0
2020-09-21,Halland,32
2020-09-22,Halland,3
2020-09-23,Halland,20
2020-09-24,Halland,33
2020-09-25,Halland,16
2020-09-26,Halland,2
2020-09-27,Halland,1
2020-09-28,Halland,51
2020-09-29,Halland,22
2020-09-30,Halland,32
2020-10-01,Halland,30
2020-10-02,Halland,18
2020-10-03,Halland,2
2020-10-04,Halland,1
2020-10-05,Halland,31
2020-10-06,Halland,40
2020-10-07,Halland,30
2020-10-08,Halland,26
2020-10-09,Halland,22
2020-10-10,Halland,2
2020-10-11,Halland,4
2020-10-12,Halland,36
2020-10-13,Halland,16
2020-10-14,Halland,44
2020-02-05,Jämtland_Härjedalen,0
2020-02-06,Jämtland_Härjedalen,0
2020-02-07,Jämtland_Härjedalen,0
2020-02-08,Jämtland_Härjedalen,0
2020-02-09,Jämtland_Härjedalen,0
2020-02-10,Jämtland_Härjedalen,0
2020-02-11,Jämtland_Härjedalen,0
2020-02-12,Jämtland_Härjedalen,0
2020-02-13,Jämtland_Härjedalen,0
2020-02-14,Jämtland_Härjedalen,0
2020-02-15,Jämtland_Härjedalen,0
2020-02-16,Jämtland_Härjedalen,0
2020-02-17,Jämtland_Härjedalen,0
2020-02-18,Jämtland_Härjedalen,0
2020-02-19,Jämtland_Härjedalen,0
2020-02-20,Jämtland_Härjedalen,0
2020-02-21,Jämtland_Härjedalen,0
2020-02-22,Jämtland_Härjedalen,0
2020-02-23,Jämtland_Härjedalen,0
2020-02-24,Jämtland_Härjedalen,0
2020-02-25,Jämtland_Härjedalen,0
2020-02-26,Jämtland_Härjedalen,0
2020-02-27,Jämtland_Härjedalen,0
2020-02-28,Jämtland_Härjedalen,0
2020-02-29,Jämtland_Härjedalen,0
2020-03-01,Jämtland_Härjedalen,0
2020-03-02,Jämtland_Härjedalen,0
2020-03-03,Jämtland_Härjedalen,0
2020-03-04,Jämtland_Härjedalen,0
2020-03-05,Jämtland_Härjedalen,0
2020-03-06,Jämtland_Härjedalen,0
2020-03-07,Jämtland_Härjedalen,0
2020-03-08,Jämtland_Härjedalen,0
2020-03-09,Jämtland_Härjedalen,0
2020-03-10,Jämtland_Härjedalen,0
2020-03-11,Jämtland_Härjedalen,3
2020-03-12,Jämtland_Härjedalen,5
2020-03-13,Jämtland_Härjedalen,3
2020-03-14,Jämtland_Härjedalen,3
2020-03-15,Jämtland_Härjedalen,7
2020-03-16,Jämtland_Härjedalen,1
2020-03-17,Jämtland_Härjedalen,0
2020-03-18,Jämtland_Härjedalen,4
2020-03-19,Jämtland_Härjedalen,1
2020-03-20,Jämtland_Härjedalen,3
2020-03-21,Jämtland_Härjedalen,16
2020-03-22,Jämtland_Härjedalen,9
2020-03-23,Jämtland_Härjedalen,0
2020-03-24,Jämtland_Härjedalen,4
2020-03-25,Jämtland_Härjedalen,2
2020-03-26,Jämtland_Härjedalen,7
2020-03-27,Jämtland_Härjedalen,3
2020-03-28,Jämtland_Härjedalen,8
2020-03-29,Jämtland_Härjedalen,2
2020-03-30,Jämtland_Härjedalen,2
2020-03-31,Jämtland_Härjedalen,1
2020-04-01,Jämtland_Härjedalen,0
2020-04-02,Jämtland_Härjedalen,4
2020-04-03,Jämtland_Härjedalen,2
2020-04-04,Jämtland_Härjedalen,2
2020-04-05,Jämtland_Härjedalen,0
2020-04-06,Jämtland_Härjedalen,4
2020-04-07,Jämtland_Härjedalen,6
2020-04-08,Jämtland_Härjedalen,8
2020-04-09,Jämtland_Härjedalen,8
2020-04-10,Jämtland_Härjedalen,8
2020-04-11,Jämtland_Härjedalen,2
2020-04-12,Jämtland_Härjedalen,6
2020-04-13,Jämtland_Härjedalen,6
2020-04-14,Jämtland_Härjedalen,14
2020-04-15,Jämtland_Härjedalen,15
2020-04-16,Jämtland_Härjedalen,12
2020-04-17,Jämtland_Härjedalen,19
2020-04-18,Jämtland_Härjedalen,9
2020-04-19,Jämtland_Härjedalen,6
2020-04-20,Jämtland_Härjedalen,1
2020-04-21,Jämtland_Härjedalen,13
2020-04-22,Jämtland_Härjedalen,17
2020-04-23,Jämtland_Härjedalen,8
2020-04-24,Jämtland_Härjedalen,10
2020-04-25,Jämtland_Härjedalen,13
2020-04-26,Jämtland_Härjedalen,1
2020-04-27,Jämtland_Härjedalen,6
2020-04-28,Jämtland_Härjedalen,11
2020-04-29,Jämtland_Härjedalen,18
2020-04-30,Jämtland_Härjedalen,20
2020-05-01,Jämtland_Härjedalen,7
2020-05-02,Jämtland_Härjedalen,13
2020-05-03,Jämtland_Härjedalen,6
2020-05-04,Jämtland_Härjedalen,2
2020-05-05,Jämtland_Härjedalen,22
2020-05-06,Jämtland_Härjedalen,9
2020-05-07,Jämtland_Härjedalen,18
2020-05-08,Jämtland_Härjedalen,10
2020-05-09,Jämtland_Härjedalen,19
2020-05-10,Jämtland_Härjedalen,0
2020-05-11,Jämtland_Härjedalen,14
2020-05-12,Jämtland_Härjedalen,13
2020-05-13,Jämtland_Härjedalen,15
2020-05-14,Jämtland_Härjedalen,30
2020-05-15,Jämtland_Härjedalen,15
2020-05-16,Jämtland_Härjedalen,7
2020-05-17,Jämtland_Härjedalen,8
2020-05-18,Jämtland_Härjedalen,15
2020-05-19,Jämtland_Härjedalen,9
2020-05-20,Jämtland_Härjedalen,18
2020-05-21,Jämtland_Härjedalen,22
2020-05-22,Jämtland_Härjedalen,8
2020-05-23,Jämtland_Härjedalen,23
2020-05-24,Jämtland_Härjedalen,2
2020-05-25,Jämtland_Härjedalen,2
2020-05-26,Jämtland_Härjedalen,15
2020-05-27,Jämtland_Härjedalen,18
2020-05-28,Jämtland_Härjedalen,17
2020-05-29,Jämtland_Härjedalen,11
2020-05-30,Jämtland_Härjedalen,24
2020-05-31,Jämtland_Härjedalen,7
2020-06-01,Jämtland_Härjedalen,2
2020-06-02,Jämtland_Härjedalen,11
2020-06-03,Jämtland_Härjedalen,11
2020-06-04,Jämtland_Härjedalen,15
2020-06-05,Jämtland_Härjedalen,13
2020-06-06,Jämtland_Härjedalen,22
2020-06-07,Jämtland_Härjedalen,7
2020-06-08,Jämtland_Härjedalen,1
2020-06-09,Jämtland_Härjedalen,17
2020-06-10,Jämtland_Härjedalen,15
2020-06-11,Jämtland_Härjedalen,11
2020-06-12,Jämtland_Härjedalen,19
2020-06-13,Jämtland_Härjedalen,5
2020-06-14,Jämtland_Härjedalen,6
2020-06-15,Jämtland_Härjedalen,20
2020-06-16,Jämtland_Härjedalen,21
2020-06-17,Jämtland_Härjedalen,23
2020-06-18,Jämtland_Härjedalen,12
2020-06-19,Jämtland_Härjedalen,10
2020-06-20,Jämtland_Härjedalen,1
2020-06-21,Jämtland_Härjedalen,1
2020-06-22,Jämtland_Härjedalen,5
2020-06-23,Jämtland_Härjedalen,12
2020-06-24,Jämtland_Härjedalen,8
2020-06-25,Jämtland_Härjedalen,9
2020-06-26,Jämtland_Härjedalen,12
2020-06-27,Jämtland_Härjedalen,5
2020-06-28,Jämtland_Härjedalen,3
2020-06-29,Jämtland_Härjedalen,8
2020-06-30,Jämtland_Härjedalen,4
2020-07-01,Jämtland_Härjedalen,2
2020-07-02,Jämtland_Härjedalen,10
2020-07-03,Jämtland_Härjedalen,11
2020-07-04,Jämtland_Härjedalen,0
2020-07-05,Jämtland_Härjedalen,2
2020-07-06,Jämtland_Härjedalen,1
2020-07-07,Jämtland_Härjedalen,2
2020-07-08,Jämtland_Härjedalen,2
2020-07-09,Jämtland_Härjedalen,8
2020-07-10,Jämtland_Härjedalen,6
2020-07-11,Jämtland_Härjedalen,2
2020-07-12,Jämtland_Härjedalen,0
2020-07-13,Jämtland_Härjedalen,4
2020-07-14,Jämtland_Härjedalen,3
2020-07-15,Jämtland_Härjedalen,2
2020-07-16,Jämtland_Härjedalen,7
2020-07-17,Jämtland_Härjedalen,3
2020-07-18,Jämtland_Härjedalen,0
2020-07-19,Jämtland_Härjedalen,2
2020-07-20,Jämtland_Härjedalen,4
2020-07-21,Jämtland_Härjedalen,3
2020-07-22,Jämtland_Härjedalen,0
2020-07-23,Jämtland_Härjedalen,2
2020-07-24,Jämtland_Härjedalen,6
2020-07-25,Jämtland_Härjedalen,3
2020-07-26,Jämtland_Härjedalen,1
2020-07-27,Jämtland_Härjedalen,0
2020-07-28,Jämtland_Härjedalen,5
2020-07-29,Jämtland_Härjedalen,1
2020-07-30,Jämtland_Härjedalen,4
2020-07-31,Jämtland_Härjedalen,0
2020-08-01,Jämtland_Härjedalen,0
2020-08-02,Jämtland_Härjedalen,0
2020-08-03,Jämtland_Härjedalen,12
2020-08-04,Jämtland_Härjedalen,1
2020-08-05,Jämtland_Härjedalen,2
2020-08-06,Jämtland_Härjedalen,4
2020-08-07,Jämtland_Härjedalen,0
2020-08-08,Jämtland_Härjedalen,0
2020-08-09,Jämtland_Härjedalen,0
2020-08-10,Jämtland_Härjedalen,4
2020-08-11,Jämtland_Härjedalen,1
2020-08-12,Jämtland_Härjedalen,2
2020-08-13,Jämtland_Härjedalen,0
2020-08-14,Jämtland_Härjedalen,6
2020-08-15,Jämtland_Härjedalen,3
2020-08-16,Jämtland_Härjedalen,2
2020-08-17,Jämtland_Härjedalen,0
2020-08-18,Jämtland_Härjedalen,0
2020-08-19,Jämtland_Härjedalen,0
2020-08-20,Jämtland_Härjedalen,2
2020-08-21,Jämtland_Härjedalen,0
2020-08-22,Jämtland_Härjedalen,0
2020-08-23,Jämtland_Härjedalen,0
2020-08-24,Jämtland_Härjedalen,0
2020-08-25,Jämtland_Härjedalen,0
2020-08-26,Jämtland_Härjedalen,2
2020-08-27,Jämtland_Härjedalen,1
2020-08-28,Jämtland_Härjedalen,1
2020-08-29,Jämtland_Härjedalen,7
2020-08-30,Jämtland_Härjedalen,1
2020-08-31,Jämtland_Härjedalen,1
2020-09-01,Jämtland_Härjedalen,1
2020-09-02,Jämtland_Härjedalen,0
2020-09-03,Jämtland_Härjedalen,15
2020-09-04,Jämtland_Härjedalen,0
2020-09-05,Jämtland_Härjedalen,5
2020-09-06,Jämtland_Härjedalen,0
2020-09-07,Jämtland_Härjedalen,1
2020-09-08,Jämtland_Härjedalen,2
2020-09-09,Jämtland_Härjedalen,5
2020-09-10,Jämtland_Härjedalen,0
2020-09-11,Jämtland_Härjedalen,1
2020-09-12,Jämtland_Härjedalen,0
2020-09-13,Jämtland_Härjedalen,0
2020-09-14,Jämtland_Härjedalen,0
2020-09-15,Jämtland_Härjedalen,1
2020-09-16,Jämtland_Härjedalen,1
2020-09-17,Jämtland_Härjedalen,2
2020-09-18,Jämtland_Härjedalen,6
2020-09-19,Jämtland_Härjedalen,8
2020-09-20,Jämtland_Härjedalen,0
2020-09-21,Jämtland_Härjedalen,1
2020-09-22,Jämtland_Härjedalen,5
2020-09-23,Jämtland_Härjedalen,2
2020-09-24,Jämtland_Härjedalen,16
2020-09-25,Jämtland_Härjedalen,2
2020-09-26,Jämtland_Härjedalen,0
2020-09-27,Jämtland_Härjedalen,1
2020-09-28,Jämtland_Härjedalen,15
2020-09-29,Jämtland_Härjedalen,10
2020-09-30,Jämtland_Härjedalen,8
2020-10-01,Jämtland_Härjedalen,3
2020-10-02,Jämtland_Härjedalen,19
2020-10-03,Jämtland_Härjedalen,0
2020-10-04,Jämtland_Härjedalen,1
2020-10-05,Jämtland_Härjedalen,14
2020-10-06,Jämtland_Härjedalen,31
2020-10-07,Jämtland_Härjedalen,12
2020-10-08,Jämtland_Härjedalen,20
2020-10-09,Jämtland_Härjedalen,42
2020-10-10,Jämtland_Härjedalen,3
2020-10-11,Jämtland_Härjedalen,2
2020-10-12,Jämtland_Härjedalen,37
2020-10-13,Jämtland_Härjedalen,18
2020-10-14,Jämtland_Härjedalen,8
2020-02-05,Jönköping,0
2020-02-06,Jönköping,0
2020-02-07,Jönköping,0
2020-02-08,Jönköping,0
2020-02-09,Jönköping,0
2020-02-10,Jönköping,0
2020-02-11,Jönköping,0
2020-02-12,Jönköping,0
2020-02-13,Jönköping,0
2020-02-14,Jönköping,0
2020-02-15,Jönköping,0
2020-02-16,Jönköping,0
2020-02-17,Jönköping,0
2020-02-18,Jönköping,0
2020-02-19,Jönköping,0
2020-02-20,Jönköping,0
2020-02-21,Jönköping,0
2020-02-22,Jönköping,0
2020-02-23,Jönköping,0
2020-02-24,Jönköping,0
2020-02-25,Jönköping,0
2020-02-26,Jönköping,0
2020-02-27,Jönköping,0
2020-02-28,Jönköping,1
2020-02-29,Jönköping,0
2020-03-01,Jönköping,0
2020-03-02,Jönköping,0
2020-03-03,Jönköping,0
2020-03-04,Jönköping,0
2020-03-05,Jönköping,0
2020-03-06,Jönköping,0
2020-03-07,Jönköping,0
2020-03-08,Jönköping,2
2020-03-09,Jönköping,6
2020-03-10,Jönköping,0
2020-03-11,Jönköping,16
2020-03-12,Jönköping,7
2020-03-13,Jönköping,4
2020-03-14,Jönköping,0
2020-03-15,Jönköping,4
2020-03-16,Jönköping,2
2020-03-17,Jönköping,1
2020-03-18,Jönköping,2
2020-03-19,Jönköping,2
2020-03-20,Jönköping,3
2020-03-21,Jönköping,4
2020-03-22,Jönköping,1
2020-03-23,Jönköping,2
2020-03-24,Jönköping,5
2020-03-25,Jönköping,7
2020-03-26,Jönköping,9
2020-03-27,Jönköping,15
2020-03-28,Jönköping,10
2020-03-29,Jönköping,8
2020-03-30,Jönköping,15
2020-03-31,Jönköping,17
2020-04-01,Jönköping,13
2020-04-02,Jönköping,32
2020-04-03,Jönköping,29
2020-04-04,Jönköping,15
2020-04-05,Jönköping,12
2020-04-06,Jönköping,10
2020-04-07,Jönköping,23
2020-04-08,Jönköping,18
2020-04-09,Jönköping,21
2020-04-10,Jönköping,19
2020-04-11,Jönköping,5
2020-04-12,Jönköping,9
2020-04-13,Jönköping,5
2020-04-14,Jönköping,11
2020-04-15,Jönköping,28
2020-04-16,Jönköping,23
2020-04-17,Jönköping,36
2020-04-18,Jönköping,35
2020-04-19,Jönköping,15
2020-04-20,Jönköping,8
2020-04-21,Jönköping,49
2020-04-22,Jönköping,31
2020-04-23,Jönköping,46
2020-04-24,Jönköping,24
2020-04-25,Jönköping,19
2020-04-26,Jönköping,5
2020-04-27,Jönköping,23
2020-04-28,Jönköping,18
2020-04-29,Jönköping,43
2020-04-30,Jönköping,28
2020-05-01,Jönköping,23
2020-05-02,Jönköping,18
2020-05-03,Jönköping,7
2020-05-04,Jönköping,16
2020-05-05,Jönköping,22
2020-05-06,Jönköping,24
2020-05-07,Jönköping,28
2020-05-08,Jönköping,27
2020-05-09,Jönköping,33
2020-05-10,Jönköping,6
2020-05-11,Jönköping,11
2020-05-12,Jönköping,29
2020-05-13,Jönköping,34
2020-05-14,Jönköping,14
2020-05-15,Jönköping,35
2020-05-16,Jönköping,21
2020-05-17,Jönköping,24
2020-05-18,Jönköping,5
2020-05-19,Jönköping,41
2020-05-20,Jönköping,32
2020-05-21,Jönköping,28
2020-05-22,Jönköping,12
2020-05-23,Jönköping,27
2020-05-24,Jönköping,17
2020-05-25,Jönköping,24
2020-05-26,Jönköping,35
2020-05-27,Jönköping,45
2020-05-28,Jönköping,38
2020-05-29,Jönköping,28
2020-05-30,Jönköping,36
2020-05-31,Jönköping,18
2020-06-01,Jönköping,11
2020-06-02,Jönköping,35
2020-06-03,Jönköping,41
2020-06-04,Jönköping,26
2020-06-05,Jönköping,42
2020-06-06,Jönköping,40
2020-06-07,Jönköping,23
2020-06-08,Jönköping,13
2020-06-09,Jönköping,63
2020-06-10,Jönköping,155
2020-06-11,Jönköping,131
2020-06-12,Jönköping,137
2020-06-13,Jönköping,121
2020-06-14,Jönköping,16
2020-06-15,Jönköping,11
2020-06-16,Jönköping,143
2020-06-17,Jönköping,206
2020-06-18,Jönköping,169
2020-06-19,Jönköping,224
2020-06-20,Jönköping,7
2020-06-21,Jönköping,7
2020-06-22,Jönköping,9
2020-06-23,Jönköping,170
2020-06-24,Jönköping,229
2020-06-25,Jönköping,159
2020-06-26,Jönköping,110
2020-06-27,Jönköping,100
2020-06-28,Jönköping,10
2020-06-29,Jönköping,7
2020-06-30,Jönköping,90
2020-07-01,Jönköping,91
2020-07-02,Jönköping,48
2020-07-03,Jönköping,53
2020-07-04,Jönköping,48
2020-07-05,Jönköping,2
2020-07-06,Jönköping,2
2020-07-07,Jönköping,49
2020-07-08,Jönköping,42
2020-07-09,Jönköping,26
2020-07-10,Jönköping,31
2020-07-11,Jönköping,24
2020-07-12,Jönköping,3
2020-07-13,Jönköping,3
2020-07-14,Jönköping,22
2020-07-15,Jönköping,31
2020-07-16,Jönköping,9
2020-07-17,Jönköping,16
2020-07-18,Jönköping,15
2020-07-19,Jönköping,9
2020-07-20,Jönköping,2
2020-07-21,Jönköping,19
2020-07-22,Jönköping,18
2020-07-23,Jönköping,6
2020-07-24,Jönköping,9
2020-07-25,Jönköping,6
2020-07-26,Jönköping,0
2020-07-27,Jönköping,1
2020-07-28,Jönköping,15
2020-07-29,Jönköping,11
2020-07-30,Jönköping,14
2020-07-31,Jönköping,10
2020-08-01,Jönköping,9
2020-08-02,Jönköping,3
2020-08-03,Jönköping,2
2020-08-04,Jönköping,21
2020-08-05,Jönköping,16
2020-08-06,Jönköping,12
2020-08-07,Jönköping,15
2020-08-08,Jönköping,9
2020-08-09,Jönköping,6
2020-08-10,Jönköping,0
2020-08-11,Jönköping,19
2020-08-12,Jönköping,13
2020-08-13,Jönköping,11
2020-08-14,Jönköping,9
2020-08-15,Jönköping,15
2020-08-16,Jönköping,1
2020-08-17,Jönköping,2
2020-08-18,Jönköping,18
2020-08-19,Jönköping,11
2020-08-20,Jönköping,14
2020-08-21,Jönköping,8
2020-08-22,Jönköping,7
2020-08-23,Jönköping,2
2020-08-24,Jönköping,0
2020-08-25,Jönköping,5
2020-08-26,Jönköping,5
2020-08-27,Jönköping,5
2020-08-28,Jönköping,11
2020-08-29,Jönköping,6
2020-08-30,Jönköping,0
2020-08-31,Jönköping,1
2020-09-01,Jönköping,9
2020-09-02,Jönköping,14
2020-09-03,Jönköping,13
2020-09-04,Jönköping,23
2020-09-05,Jönköping,17
2020-09-06,Jönköping,1
2020-09-07,Jönköping,3
2020-09-08,Jönköping,20
2020-09-09,Jönköping,37
2020-09-10,Jönköping,13
2020-09-11,Jönköping,30
2020-09-12,Jönköping,28
2020-09-13,Jönköping,1
2020-09-14,Jönköping,0
2020-09-15,Jönköping,22
2020-09-16,Jönköping,27
2020-09-17,Jönköping,18
2020-09-18,Jönköping,24
2020-09-19,Jönköping,14
2020-09-20,Jönköping,0
2020-09-21,Jönköping,1
2020-09-22,Jönköping,30
2020-09-23,Jönköping,23
2020-09-24,Jönköping,12
2020-09-25,Jönköping,12
2020-09-26,Jönköping,10
2020-09-27,Jönköping,8
2020-09-28,Jönköping,2
2020-09-29,Jönköping,27
2020-09-30,Jönköping,24
2020-10-01,Jönköping,12
2020-10-02,Jönköping,27
2020-10-03,Jönköping,21
2020-10-04,Jönköping,1
2020-10-05,Jönköping,4
2020-10-06,Jönköping,26
2020-10-07,Jönköping,39
2020-10-08,Jönköping,41
2020-10-09,Jönköping,49
2020-10-10,Jönköping,33
2020-10-11,Jönköping,6
2020-10-12,Jönköping,0
2020-10-13,Jönköping,72
2020-10-14,Jönköping,42
2020-02-05,Kalmar,0
2020-02-06,Kalmar,0
2020-02-07,Kalmar,0
