Statistikdatum,Region,Cases
2020-02-08,Kalmar,0
2020-02-09,Kalmar,0
2020-02-10,Kalmar,0
2020-02-11,Kalmar,0
2020-02-12,Kalmar,0
2020-02-13,Kalmar,0
2020-02-14,Kalmar,0
2020-02-15,Kalmar,0
2020-02-16,Kalmar,0
2020-02-17,Kalmar,0
2020-02-18,Kalmar,0
2020-02-19,Kalmar,0
2020-02-20,Kalmar,0
2020-02-21,Kalmar,0
2020-02-22,Kalmar,0
2020-02-23,Kalmar,0
2020-02-24,Kalmar,0
2020-02-25,Kalmar,0
2020-02-26,Kalmar,0
2020-02-27,Kalmar,0
2020-02-28,Kalmar,0
2020-02-29,Kalmar,0
2020-03-01,Kalmar,0
2020-03-02,Kalmar,0
2020-03-03,Kalmar,0
2020-03-04,Kalmar,0
2020-03-05,Kalmar,0
2020-03-06,Kalmar,0
2020-03-07,Kalmar,0
2020-03-08,Kalmar,0
2020-03-09,Kalmar,0
2020-03-10,Kalmar,1
2020-03-11,Kalmar,2
2020-03-12,Kalmar,2
2020-03-13,Kalmar,0
2020-03-14,Kalmar,2
2020-03-15,Kalmar,0
2020-03-16,Kalmar,0
2020-03-17,Kalmar,0
2020-03-18,Kalmar,1
2020-03-19,Kalmar,1
2020-03-20,Kalmar,1
2020-03-21,Kalmar,1
2020-03-22,Kalmar,1
2020-03-23,Kalmar,3
2020-03-24,Kalmar,1
2020-03-25,Kalmar,2
2020-03-26,Kalmar,6
2020-03-27,Kalmar,5
2020-03-28,Kalmar,1
2020-03-29,Kalmar,1
2020-03-30,Kalmar,3
2020-03-31,Kalmar,2
2020-04-01,Kalmar,5
2020-04-02,Kalmar,5
2020-04-03,Kalmar,2
2020-04-04,Kalmar,1
2020-04-05,Kalmar,3
2020-04-06,Kalmar,6
2020-04-07,Kalmar,4
2020-04-08,Kalmar,2
2020-04-09,Kalmar,1
2020-04-10,Kalmar,1
2020-04-11,Kalmar,3
2020-04-12,Kalmar,2
2020-04-13,Kalmar,6
2020-04-14,Kalmar,5
2020-04-15,Kalmar,2
2020-04-16,Kalmar,4
2020-04-17,Kalmar,5
2020-04-18,Kalmar,2
2020-04-19,Kalmar,4
2020-04-20,Kalmar,6
2020-04-21,Kalmar,11
2020-04-22,Kalmar,11
2020-04-23,Kalmar,11
2020-04-24,Kalmar,1
2020-04-25,Kalmar,1
2020-04-26,Kalmar,2
2020-04-27,Kalmar,7
2020-04-28,Kalmar,5
2020-04-29,Kalmar,11
2020-04-30,Kalmar,7
2020-05-01,Kalmar,7
2020-05-02,Kalmar,2
2020-05-03,Kalmar,1
2020-05-04,Kalmar,14
2020-05-05,Kalmar,5
2020-05-06,Kalmar,3
2020-05-07,Kalmar,8
2020-05-08,Kalmar,5
2020-05-09,Kalmar,4
2020-05-10,Kalmar,4
2020-05-11,Kalmar,6
2020-05-12,Kalmar,6
2020-05-13,Kalmar,1
2020-05-14,Kalmar,5
2020-05-15,Kalmar,7
2020-05-16,Kalmar,3
2020-05-17,Kalmar,2
2020-05-18,Kalmar,7
2020-05-19,Kalmar,2
2020-05-20,Kalmar,3
2020-05-21,Kalmar,1
2020-05-22,Kalmar,11
2020-05-23,Kalmar,0
2020-05-24,Kalmar,0
2020-05-25,Kalmar,16
2020-05-26,Kalmar,17
2020-05-27,Kalmar,14
2020-05-28,Kalmar,18
2020-05-29,Kalmar,4
2020-05-30,Kalmar,1
2020-05-31,Kalmar,3
2020-06-01,Kalmar,10
2020-06-02,Kalmar,5
2020-06-03,Kalmar,9
2020-06-04,Kalmar,14
2020-06-05,Kalmar,14
2020-06-06,Kalmar,1
2020-06-07,Kalmar,3
2020-06-08,Kalmar,13
2020-06-09,Kalmar,11
2020-06-10,Kalmar,11
2020-06-11,Kalmar,10
2020-06-12,Kalmar,14
2020-06-13,Kalmar,9
2020-06-14,Kalmar,3
2020-06-15,Kalmar,11
2020-06-16,Kalmar,9
2020-06-17,Kalmar,14
2020-06-18,Kalmar,22
2020-06-19,Kalmar,11
2020-06-20,Kalmar,2
2020-06-21,Kalmar,2
2020-06-22,Kalmar,2
2020-06-23,Kalmar,14
2020-06-24,Kalmar,7
2020-06-25,Kalmar,13
2020-06-26,Kalmar,19
2020-06-27,Kalmar,7
2020-06-28,Kalmar,1
2020-06-29,Kalmar,6
2020-06-30,Kalmar,20
2020-07-01,Kalmar,22
2020-07-02,Kalmar,26
2020-07-03,Kalmar,9
2020-07-04,Kalmar,2
2020-07-05,Kalmar,0
2020-07-06,Kalmar,8
2020-07-07,Kalmar,5
2020-07-08,Kalmar,9
2020-07-09,Kalmar,4
2020-07-10,Kalmar,5
2020-07-11,Kalmar,2
2020-07-12,Kalmar,1
2020-07-13,Kalmar,1
2020-07-14,Kalmar,1
2020-07-15,Kalmar,3
2020-07-16,Kalmar,5
2020-07-17,Kalmar,2
2020-07-18,Kalmar,1
2020-07-19,Kalmar,1
2020-07-20,Kalmar,5
2020-07-21,Kalmar,6
2020-07-22,Kalmar,2
2020-07-23,Kalmar,0
2020-07-24,Kalmar,2
2020-07-25,Kalmar,2
2020-07-26,Kalmar,0
2020-07-27,Kalmar,1
2020-07-28,Kalmar,1
2020-07-29,Kalmar,5
2020-07-30,Kalmar,4
2020-07-31,Kalmar,4
2020-08-01,Kalmar,1
2020-08-02,Kalmar,0
2020-08-03,Kalmar,2
2020-08-04,Kalmar,0
2020-08-05,Kalmar,3
2020-08-06,Kalmar,1
2020-08-07,Kalmar,4
2020-08-08,Kalmar,2
2020-08-09,Kalmar,2
2020-08-10,Kalmar,2
2020-08-11,Kalmar,1
2020-08-12,Kalmar,9
2020-08-13,Kalmar,7
2020-08-14,Kalmar,3
2020-08-15,Kalmar,2
2020-08-16,Kalmar,2
2020-08-17,Kalmar,3
2020-08-18,Kalmar,12
2020-08-19,Kalmar,2
2020-08-20,Kalmar,8
2020-08-21,Kalmar,9
2020-08-22,Kalmar,5
2020-08-23,Kalmar,2
2020-08-24,Kalmar,2
2020-08-25,Kalmar,2
2020-08-26,Kalmar,8
2020-08-27,Kalmar,1
2020-08-28,Kalmar,3
2020-08-29,Kalmar,8
2020-08-30,Kalmar,0
2020-08-31,Kalmar,1
2020-09-01,Kalmar,0
2020-09-02,Kalmar,2
2020-09-03,Kalmar,2
2020-09-04,Kalmar,2
2020-09-05,Kalmar,2
2020-09-06,Kalmar,0
2020-09-07,Kalmar,1
2020-09-08,Kalmar,2
2020-09-09,Kalmar,1
2020-09-10,Kalmar,1
2020-09-11,Kalmar,2
2020-09-12,Kalmar,0
2020-09-13,Kalmar,1
2020-09-14,Kalmar,0
2020-09-15,Kalmar,4
2020-09-16,Kalmar,3
2020-09-17,Kalmar,2
2020-09-18,Kalmar,1
2020-09-19,Kalmar,0
2020-09-20,Kalmar,1
2020-09-21,Kalmar,2
2020-09-22,Kalmar,2
2020-09-23,Kalmar,0
2020-09-24,Kalmar,1
2020-09-25,Kalmar,3
2020-09-26,Kalmar,3
2020-09-27,Kalmar,0
2020-09-28,Kalmar,1
2020-09-29,Kalmar,4
2020-09-30,Kalmar,2
2020-10-01,Kalmar,3
2020-10-02,Kalmar,1
2020-10-03,Kalmar,3
2020-10-04,Kalmar,0
2020-10-05,Kalmar,0
2020-10-06,Kalmar,3
2020-10-07,Kalmar,7
2020-10-08,Kalmar,0
2020-10-09,Kalmar,4
2020-10-10,Kalmar,5
2020-10-11,Kalmar,2
2020-10-12,Kalmar,1
2020-10-13,Kalmar,4
2020-10-14,Kalmar,8
2020-02-05,Kronoberg,0
2020-02-06,Kronoberg,0
2020-02-07,Kronoberg,0
2020-02-08,Kronoberg,0
2020-02-09,Kronoberg,0
2020-02-10,Kronoberg,0
2020-02-11,Kronoberg,0
2020-02-12,Kronoberg,0
2020-02-13,Kronoberg,0
2020-02-14,Kronoberg,0
2020-02-15,Kronoberg,0
2020-02-16,Kronoberg,0
2020-02-17,Kronoberg,0
2020-02-18,Kronoberg,0
2020-02-19,Kronoberg,0
2020-02-20,Kronoberg,0
2020-02-21,Kronoberg,0
2020-02-22,Kronoberg,0
2020-02-23,Kronoberg,0
2020-02-24,Kronoberg,0
2020-02-25,Kronoberg,0
2020-02-26,Kronoberg,0
2020-02-27,Kronoberg,0
2020-02-28,Kronoberg,0
2020-02-29,Kronoberg,0
2020-03-01,Kronoberg,0
2020-03-02,Kronoberg,0
2020-03-03,Kronoberg,0
2020-03-04,Kronoberg,0
2020-03-05,Kronoberg,0
2020-03-06,Kronoberg,0
2020-03-07,Kronoberg,0
2020-03-08,Kronoberg,0
2020-03-09,Kronoberg,0
2020-03-10,Kronoberg,1
2020-03-11,Kronoberg,7
2020-03-12,Kronoberg,2
2020-03-13,Kronoberg,3
2020-03-14,Kronoberg,1
2020-03-15,Kronoberg,1
2020-03-16,Kronoberg,0
2020-03-17,Kronoberg,1
2020-03-18,Kronoberg,1
2020-03-19,Kronoberg,1
2020-03-20,Kronoberg,0
2020-03-21,Kronoberg,0
2020-03-22,Kronoberg,0
2020-03-23,Kronoberg,0
2020-03-24,Kronoberg,2
2020-03-25,Kronoberg,1
2020-03-26,Kronoberg,2
2020-03-27,Kronoberg,4
2020-03-28,Kronoberg,2
2020-03-29,Kronoberg,4
2020-03-30,Kronoberg,1
2020-03-31,Kronoberg,5
2020-04-01,Kronoberg,1
2020-04-02,Kronoberg,7
2020-04-03,Kronoberg,2
2020-04-04,Kronoberg,2
2020-04-05,Kronoberg,2
2020-04-06,Kronoberg,3
2020-04-07,Kronoberg,14
2020-04-08,Kronoberg,7
2020-04-09,Kronoberg,5
2020-04-10,Kronoberg,4
2020-04-11,Kronoberg,10
2020-04-12,Kronoberg,4
2020-04-13,Kronoberg,3
2020-04-14,Kronoberg,6
2020-04-15,Kronoberg,12
2020-04-16,Kronoberg,10
2020-04-17,Kronoberg,12
2020-04-18,Kronoberg,21
2020-04-19,Kronoberg,11
2020-04-20,Kronoberg,9
2020-04-21,Kronoberg,14
2020-04-22,Kronoberg,13
2020-04-23,Kronoberg,25
2020-04-24,Kronoberg,2
2020-04-25,Kronoberg,21
2020-04-26,Kronoberg,4
2020-04-27,Kronoberg,7
2020-04-28,Kronoberg,21
2020-04-29,Kronoberg,14
2020-04-30,Kronoberg,12
2020-05-01,Kronoberg,15
2020-05-02,Kronoberg,12
2020-05-03,Kronoberg,10
2020-05-04,Kronoberg,4
2020-05-05,Kronoberg,34
2020-05-06,Kronoberg,22
2020-05-07,Kronoberg,34
2020-05-08,Kronoberg,26
2020-05-09,Kronoberg,21
2020-05-10,Kronoberg,6
2020-05-11,Kronoberg,6
2020-05-12,Kronoberg,28
2020-05-13,Kronoberg,31
2020-05-14,Kronoberg,18
2020-05-15,Kronoberg,23
2020-05-16,Kronoberg,16
2020-05-17,Kronoberg,7
2020-05-18,Kronoberg,8
2020-05-19,Kronoberg,27
2020-05-20,Kronoberg,20
2020-05-21,Kronoberg,18
2020-05-22,Kronoberg,13
2020-05-23,Kronoberg,18
2020-05-24,Kronoberg,11
2020-05-25,Kronoberg,8
2020-05-26,Kronoberg,12
2020-05-27,Kronoberg,32
2020-05-28,Kronoberg,20
2020-05-29,Kronoberg,11
2020-05-30,Kronoberg,12
2020-05-31,Kronoberg,10
2020-06-01,Kronoberg,6
2020-06-02,Kronoberg,18
2020-06-03,Kronoberg,12
2020-06-04,Kronoberg,11
2020-06-05,Kronoberg,20
2020-06-06,Kronoberg,3
2020-06-07,Kronoberg,11
2020-06-08,Kronoberg,5
2020-06-09,Kronoberg,15
2020-06-10,Kronoberg,11
2020-06-11,Kronoberg,13
2020-06-12,Kronoberg,12
2020-06-13,Kronoberg,15
2020-06-14,Kronoberg,2
2020-06-15,Kronoberg,1
2020-06-16,Kronoberg,12
2020-06-17,Kronoberg,4
2020-06-18,Kronoberg,8
2020-06-19,Kronoberg,5
2020-06-20,Kronoberg,3
2020-06-21,Kronoberg,1
2020-06-22,Kronoberg,0
2020-06-23,Kronoberg,6
2020-06-24,Kronoberg,2
2020-06-25,Kronoberg,6
2020-06-26,Kronoberg,5
2020-06-27,Kronoberg,2
2020-06-28,Kronoberg,4
2020-06-29,Kronoberg,0
2020-06-30,Kronoberg,3
2020-07-01,Kronoberg,2
2020-07-02,Kronoberg,4
2020-07-03,Kronoberg,1
2020-07-04,Kronoberg,0
2020-07-05,Kronoberg,0
2020-07-06,Kronoberg,2
2020-07-07,Kronoberg,0
2020-07-08,Kronoberg,5
2020-07-09,Kronoberg,3
2020-07-10,Kronoberg,4
2020-07-11,Kronoberg,4
2020-07-12,Kronoberg,1
2020-07-13,Kronoberg,1
2020-07-14,Kronoberg,5
2020-07-15,Kronoberg,4
2020-07-16,Kronoberg,1
2020-07-17,Kronoberg,8
2020-07-18,Kronoberg,7
2020-07-19,Kronoberg,1
2020-07-20,Kronoberg,0
2020-07-21,Kronoberg,2
2020-07-22,Kronoberg,6
2020-07-23,Kronoberg,8
2020-07-24,Kronoberg,2
2020-07-25,Kronoberg,1
2020-07-26,Kronoberg,0
2020-07-27,Kronoberg,0
2020-07-28,Kronoberg,4
2020-07-29,Kronoberg,8
2020-07-30,Kronoberg,4
2020-07-31,Kronoberg,8
2020-08-01,Kronoberg,2
2020-08-02,Kronoberg,2
2020-08-03,Kronoberg,2
2020-08-04,Kronoberg,7
2020-08-05,Kronoberg,5
2020-08-06,Kronoberg,20
2020-08-07,Kronoberg,17
2020-08-08,Kronoberg,10
2020-08-09,Kronoberg,1
2020-08-10,Kronoberg,11
2020-08-11,Kronoberg,21
2020-08-12,Kronoberg,24
2020-08-13,Kronoberg,10
2020-08-14,Kronoberg,16
2020-08-15,Kronoberg,5
2020-08-16,Kronoberg,3
2020-08-17,Kronoberg,3
2020-08-18,Kronoberg,7
2020-08-19,Kronoberg,10
2020-08-20,Kronoberg,14
2020-08-21,Kronoberg,3
2020-08-22,Kronoberg,7
2020-08-23,Kronoberg,2
2020-08-24,Kronoberg,0
2020-08-25,Kronoberg,15
2020-08-26,Kronoberg,7
2020-08-27,Kronoberg,4
2020-08-28,Kronoberg,13
2020-08-29,Kronoberg,4
2020-08-30,Kronoberg,0
2020-08-31,Kronoberg,1
2020-09-01,Kronoberg,7
2020-09-02,Kronoberg,8
2020-09-03,Kronoberg,8
2020-09-04,Kronoberg,6
2020-09-05,Kronoberg,8
2020-09-06,Kronoberg,0
2020-09-07,Kronoberg,5
2020-09-08,Kronoberg,13
2020-09-09,Kronoberg,14
2020-09-10,Kronoberg,11
2020-09-11,Kronoberg,10
2020-09-12,Kronoberg,5
2020-09-13,Kronoberg,2
2020-09-14,Kronoberg,12
2020-09-15,Kronoberg,20
2020-09-16,Kronoberg,11
2020-09-17,Kronoberg,7
2020-09-18,Kronoberg,15
2020-09-19,Kronoberg,15
2020-09-20,Kronoberg,8
2020-09-21,Kronoberg,3
2020-09-22,Kronoberg,28
2020-09-23,Kronoberg,18
2020-09-24,Kronoberg,19
2020-09-25,Kronoberg,26
2020-09-26,Kronoberg,17
2020-09-27,Kronoberg,1
2020-09-28,Kronoberg,0
2020-09-29,Kronoberg,23
2020-09-30,Kronoberg,16
2020-10-01,Kronoberg,23
2020-10-02,Kronoberg,4
2020-10-03,Kronoberg,10
2020-10-04,Kronoberg,0
2020-10-05,Kronoberg,1
2020-10-06,Kronoberg,12
2020-10-07,Kronoberg,22
2020-10-08,Kronoberg,14
2020-10-09,Kronoberg,8
2020-10-10,Kronoberg,12
2020-10-11,Kronoberg,0
2020-10-12,Kronoberg,2
2020-10-13,Kronoberg,22
2020-10-14,Kronoberg,5
2020-02-05,Norrbotten,0
2020-02-06,Norrbotten,0
2020-02-07,Norrbotten,0
2020-02-08,Norrbotten,0
2020-02-09,Norrbotten,0
2020-02-10,Norrbotten,0
2020-02-11,Norrbotten,0
2020-02-12,Norrbotten,0
2020-02-13,Norrbotten,0
2020-02-14,Norrbotten,0
2020-02-15,Norrbotten,0
2020-02-16,Norrbotten,0
2020-02-17,Norrbotten,0
2020-02-18,Norrbotten,0
2020-02-19,Norrbotten,0
2020-02-20,Norrbotten,0
2020-02-21,Norrbotten,0
2020-02-22,Norrbotten,0
2020-02-23,Norrbotten,0
2020-02-24,Norrbotten,0
2020-02-25,Norrbotten,0
2020-02-26,Norrbotten,0
2020-02-27,Norrbotten,0
2020-02-28,Norrbotten,0
2020-02-29,Norrbotten,0
2020-03-01,Norrbotten,0
2020-03-02,Norrbotten,0
2020-03-03,Norrbotten,0
2020-03-04,Norrbotten,0
2020-03-05,Norrbotten,0
2020-03-06,Norrbotten,0
2020-03-07,Norrbotten,0
2020-03-08,Norrbotten,0
2020-03-09,Norrbotten,1
2020-03-10,Norrbotten,0
2020-03-11,Norrbotten,4
2020-03-12,Norrbotten,0
2020-03-13,Norrbotten,1
2020-03-14,Norrbotten,0
2020-03-15,Norrbotten,0
2020-03-16,Norrbotten,0
2020-03-17,Norrbotten,1
2020-03-18,Norrbotten,0
2020-03-19,Norrbotten,1
2020-03-20,Norrbotten,5
2020-03-21,Norrbotten,3
2020-03-22,Norrbotten,4
2020-03-23,Norrbotten,5
2020-03-24,Norrbotten,6
2020-03-25,Norrbotten,5
2020-03-26,Norrbotten,3
2020-03-27,Norrbotten,4
2020-03-28,Norrbotten,4
2020-03-29,Norrbotten,2
2020-03-30,Norrbotten,5
2020-03-31,Norrbotten,6
2020-04-01,Norrbotten,5
2020-04-02,Norrbotten,8
2020-04-03,Norrbotten,6
2020-04-04,Norrbotten,3
2020-04-05,Norrbotten,2
2020-04-06,Norrbotten,10
2020-04-07,Norrbotten,17
2020-04-08,Norrbotten,12
2020-04-09,Norrbotten,5
2020-04-10,Norrbotten,6
2020-04-11,Norrbotten,2
2020-04-12,Norrbotten,2
2020-04-13,Norrbotten,17
2020-04-14,Norrbotten,4
2020-04-15,Norrbotten,3
2020-04-16,Norrbotten,13
2020-04-17,Norrbotten,15
2020-04-18,Norrbotten,1
2020-04-19,Norrbotten,2
2020-04-20,Norrbotten,8
2020-04-21,Norrbotten,3
2020-04-22,Norrbotten,5
2020-04-23,Norrbotten,15
2020-04-24,Norrbotten,8
2020-04-25,Norrbotten,0
2020-04-26,Norrbotten,2
2020-04-27,Norrbotten,10
2020-04-28,Norrbotten,1
2020-04-29,Norrbotten,7
2020-04-30,Norrbotten,9
2020-05-01,Norrbotten,7
2020-05-02,Norrbotten,1
2020-05-03,Norrbotten,1
2020-05-04,Norrbotten,4
2020-05-05,Norrbotten,7
2020-05-06,Norrbotten,8
2020-05-07,Norrbotten,5
2020-05-08,Norrbotten,4
2020-05-09,Norrbotten,0
2020-05-10,Norrbotten,2
2020-05-11,Norrbotten,11
2020-05-12,Norrbotten,3
2020-05-13,Norrbotten,12
2020-05-14,Norrbotten,6
2020-05-15,Norrbotten,2
2020-05-16,Norrbotten,3
2020-05-17,Norrbotten,1
2020-05-18,Norrbotten,3
2020-05-19,Norrbotten,2
2020-05-20,Norrbotten,7
2020-05-21,Norrbotten,6
2020-05-22,Norrbotten,3
2020-05-23,Norrbotten,1
2020-05-24,Norrbotten,0
2020-05-25,Norrbotten,9
2020-05-26,Norrbotten,7
2020-05-27,Norrbotten,10
2020-05-28,Norrbotten,6
2020-05-29,Norrbotten,21
2020-05-30,Norrbotten,3
2020-05-31,Norrbotten,0
2020-06-01,Norrbotten,21
2020-06-02,Norrbotten,9
2020-06-03,Norrbotten,15
2020-06-04,Norrbotten,19
2020-06-05,Norrbotten,16
2020-06-06,Norrbotten,7
2020-06-07,Norrbotten,0
2020-06-08,Norrbotten,30
2020-06-09,Norrbotten,11
2020-06-10,Norrbotten,12
2020-06-11,Norrbotten,12
2020-06-12,Norrbotten,41
2020-06-13,Norrbotten,32
2020-06-14,Norrbotten,41
2020-06-15,Norrbotten,48
2020-06-16,Norrbotten,56
2020-06-17,Norrbotten,66
2020-06-18,Norrbotten,65
2020-06-19,Norrbotten,19
2020-06-20,Norrbotten,2
2020-06-21,Norrbotten,0
2020-06-22,Norrbotten,51
2020-06-23,Norrbotten,103
2020-06-24,Norrbotten,55
2020-06-25,Norrbotten,63
2020-06-26,Norrbotten,67
2020-06-27,Norrbotten,2
2020-06-28,Norrbotten,0
2020-06-29,Norrbotten,53
2020-06-30,Norrbotten,4
2020-07-01,Norrbotten,7
2020-07-02,Norrbotten,14
2020-07-03,Norrbotten,30
2020-07-04,Norrbotten,0
2020-07-05,Norrbotten,2
2020-07-06,Norrbotten,38
2020-07-07,Norrbotten,10
2020-07-08,Norrbotten,14
2020-07-09,Norrbotten,13
2020-07-10,Norrbotten,22
2020-07-11,Norrbotten,4
2020-07-12,Norrbotten,0
2020-07-13,Norrbotten,3
2020-07-14,Norrbotten,13
2020-07-15,Norrbotten,8
2020-07-16,Norrbotten,11
2020-07-17,Norrbotten,10
2020-07-18,Norrbotten,0
2020-07-19,Norrbotten,0
2020-07-20,Norrbotten,8
2020-07-21,Norrbotten,7
2020-07-22,Norrbotten,5
2020-07-23,Norrbotten,6
2020-07-24,Norrbotten,8
2020-07-25,Norrbotten,5
2020-07-26,Norrbotten,0
2020-07-27,Norrbotten,1
2020-07-28,Norrbotten,10
2020-07-29,Norrbotten,6
2020-07-30,Norrbotten,4
2020-07-31,Norrbotten,3
2020-08-01,Norrbotten,0
2020-08-02,Norrbotten,1
2020-08-03,Norrbotten,4
2020-08-04,Norrbotten,7
2020-08-05,Norrbotten,2
2020-08-06,Norrbotten,3
2020-08-07,Norrbotten,8
2020-08-08,Norrbotten,0
2020-08-09,Norrbotten,0
2020-08-10,Norrbotten,4
2020-08-11,Norrbotten,5
2020-08-12,Norrbotten,4
2020-08-13,Norrbotten,3
2020-08-14,Norrbotten,5
2020-08-15,Norrbotten,3
2020-08-16,Norrbotten,0
2020-08-17,Norrbotten,1
2020-08-18,Norrbotten,4
2020-08-19,Norrbotten,1
2020-08-20,Norrbotten,0
2020-08-21,Norrbotten,1
2020-08-22,Norrbotten,0
2020-08-23,Norrbotten,0
2020-08-24,Norrbotten,2
2020-08-25,Norrbotten,1
2020-08-26,Norrbotten,0
2020-08-27,Norrbotten,6
2020-08-28,Norrbotten,1
2020-08-29,Norrbotten,0
2020-08-30,Norrbotten,0
2020-08-31,Norrbotten,0
2020-09-01,Norrbotten,2
2020-09-02,Norrbotten,2
2020-09-03,Norrbotten,0
2020-09-04,Norrbotten,1
2020-09-05,Norrbotten,0
2020-09-06,Norrbotten,0
2020-09-07,Norrbotten,0
2020-09-08,Norrbotten,3
2020-09-09,Norrbotten,0
2020-09-10,Norrbotten,0
2020-09-11,Norrbotten,3
2020-09-12,Norrbotten,0
2020-09-13,Norrbotten,1
2020-09-14,Norrbotten,3
2020-09-15,Norrbotten,2
2020-09-16,Norrbotten,1
2020-09-17,Norrbotten,3
2020-09-18,Norrbotten,1
2020-09-19,Norrbotten,4
2020-09-20,Norrbotten,1
2020-09-21,Norrbotten,2
2020-09-22,Norrbotten,7
2020-09-23,Norrbotten,1
2020-09-24,Norrbotten,7
2020-09-25,Norrbotten,11
2020-09-26,Norrbotten,0
2020-09-27,Norrbotten,0
2020-09-28,Norrbotten,19
2020-09-29,Norrbotten,13
2020-09-30,Norrbotten,9
2020-10-01,Norrbotten,9
2020-10-02,Norrbotten,21
2020-10-03,Norrbotten,3
2020-10-04,Norrbotten,0
2020-10-05,Norrbotten,13
2020-10-06,Norrbotten,9
2020-10-07,Norrbotten,19
2020-10-08,Norrbotten,12
2020-10-09,Norrbotten,38
2020-10-10,Norrbotten,4
2020-10-11,Norrbotten,1
2020-10-12,Norrbotten,3
2020-10-13,Norrbotten,9
2020-10-14,Norrbotten,6
2020-02-05,Skåne,0
2020-02-06,Skåne,0
2020-02-07,Skåne,0
2020-02-08,Skåne,0
2020-02-09,Skåne,0
2020-02-10,Skåne,0
2020-02-11,Skåne,0
2020-02-12,Skåne,0
2020-02-13,Skåne,0
2020-02-14,Skåne,0
2020-02-15,Skåne,0
2020-02-16,Skåne,0
2020-02-17,Skåne,0
2020-02-18,Skåne,0
2020-02-19,Skåne,0
2020-02-20,Skåne,0
2020-02-21,Skåne,0
2020-02-22,Skåne,0
2020-02-23,Skåne,0
2020-02-24,Skåne,0
2020-02-25,Skåne,0
2020-02-26,Skåne,0
2020-02-27,Skåne,0
2020-02-28,Skåne,0
2020-02-29,Skåne,0
2020-03-01,Skåne,0
2020-03-02,Skåne,1
2020-03-03,Skåne,1
2020-03-04,Skåne,7
2020-03-05,Skåne,0
2020-03-06,Skåne,8
2020-03-07,Skåne,5
2020-03-08,Skåne,0
2020-03-09,Skåne,3
2020-03-10,Skåne,34
2020-03-11,Skåne,37
2020-03-12,Skåne,32
2020-03-13,Skåne,42
2020-03-14,Skåne,25
2020-03-15,Skåne,4
2020-03-16,Skåne,3
2020-03-17,Skåne,6
2020-03-18,Skåne,8
2020-03-19,Skåne,2
2020-03-20,Skåne,5
2020-03-21,Skåne,5
2020-03-22,Skåne,3
2020-03-23,Skåne,7
2020-03-24,Skåne,5
2020-03-25,Skåne,13
2020-03-26,Skåne,7
2020-03-27,Skåne,9
2020-03-28,Skåne,2
2020-03-29,Skåne,3
2020-03-30,Skåne,5
2020-03-31,Skåne,7
2020-04-01,Skåne,8
2020-04-02,Skåne,8
2020-04-03,Skåne,24
2020-04-04,Skåne,12
2020-04-05,Skåne,6
2020-04-06,Skåne,6
2020-04-07,Skåne,24
2020-04-08,Skåne,15
2020-04-09,Skåne,11
2020-04-10,Skåne,23
2020-04-11,Skåne,6
2020-04-12,Skåne,14
2020-04-13,Skåne,9
2020-04-14,Skåne,12
2020-04-15,Skåne,19
2020-04-16,Skåne,17
2020-04-17,Skåne,21
2020-04-18,Skåne,17
2020-04-19,Skåne,5
2020-04-20,Skåne,9
2020-04-21,Skåne,7
2020-04-22,Skåne,20
2020-04-23,Skåne,22
2020-04-24,Skåne,38
2020-04-25,Skåne,12
2020-04-26,Skåne,23
2020-04-27,Skåne,34
2020-04-28,Skåne,33
2020-04-29,Skåne,37
2020-04-30,Skåne,30
2020-05-01,Skåne,12
2020-05-02,Skåne,28
2020-05-03,Skåne,6
2020-05-04,Skåne,38
2020-05-05,Skåne,20
2020-05-06,Skåne,41
2020-05-07,Skåne,13
2020-05-08,Skåne,52
2020-05-09,Skåne,17
2020-05-10,Skåne,19
2020-05-11,Skåne,21
2020-05-12,Skåne,34
2020-05-13,Skåne,30
2020-05-14,Skåne,39
2020-05-15,Skåne,42
2020-05-16,Skåne,21
2020-05-17,Skåne,11
2020-05-18,Skåne,23
2020-05-19,Skåne,63
2020-05-20,Skåne,44
2020-05-21,Skåne,23
2020-05-22,Skåne,44
2020-05-23,Skåne,27
2020-05-24,Skåne,9
2020-05-25,Skåne,29
2020-05-26,Skåne,51
2020-05-27,Skåne,37
2020-05-28,Skåne,49
2020-05-29,Skåne,46
2020-05-30,Skåne,34
2020-05-31,Skåne,8
2020-06-01,Skåne,27
2020-06-02,Skåne,71
2020-06-03,Skåne,39
2020-06-04,Skåne,42
2020-06-05,Skåne,37
2020-06-06,Skåne,23
2020-06-07,Skåne,12
2020-06-08,Skåne,33
2020-06-09,Skåne,45
2020-06-10,Skåne,63
2020-06-11,Skåne,55
2020-06-12,Skåne,59
2020-06-13,Skåne,40
2020-06-14,Skåne,8
2020-06-15,Skåne,38
2020-06-16,Skåne,93
2020-06-17,Skåne,98
2020-06-18,Skåne,88
2020-06-19,Skåne,65
2020-06-20,Skåne,13
2020-06-21,Skåne,17
2020-06-22,Skåne,23
2020-06-23,Skåne,73
2020-06-24,Skåne,86
2020-06-25,Skåne,52
2020-06-26,Skåne,54
2020-06-27,Skåne,17
2020-06-28,Skåne,5
2020-06-29,Skåne,28
2020-06-30,Skåne,25
2020-07-01,Skåne,17
2020-07-02,Skåne,27
2020-07-03,Skåne,27
2020-07-04,Skåne,2
2020-07-05,Skåne,1
