data,codice_regione,denominazione_regione,nuovi_positivi
2020-04-20 17:00:00,12,Lazio,60
2020-04-20 17:00:00,7,Liguria,141
2020-04-20 17:00:00,3,Lombardia,735
2020-04-20 17:00:00,11,Marche,57
2020-04-20 17:00:00,14,Molise,2
2020-04-20 17:00:00,1,Piemonte,292
2020-04-20 17:00:00,16,Puglia,38
2020-04-20 17:00:00,20,Sardegna,13
2020-04-20 17:00:00,19,Sicilia,42
2020-04-20 17:00:00,9,Toscana,135
2020-04-20 17:00:00,22,P.A. Trento,58
2020-04-20 17:00:00,10,Umbria,1
2020-04-20 17:00:00,2,Valle d'Aosta,0
2020-04-20 17:00:00,5,Veneto,192
2020-04-21 17:00:00,13,Abruzzo,55
2020-04-21 17:00:00,17,Basilicata,8
2020-04-21 17:00:00,21,P.A. Bolzano,16
2020-04-21 17:00:00,18,Calabria,9
2020-04-21 17:00:00,15,Campania,61
2020-04-21 17:00:00,8,Emilia-Romagna,225
2020-04-21 17:00:00,6,Friuli Venezia Giulia,17
2020-04-21 17:00:00,12,Lazio,80
2020-04-21 17:00:00,7,Liguria,95
2020-04-21 17:00:00,3,Lombardia,960
2020-04-21 17:00:00,11,Marche,51
2020-04-21 17:00:00,14,Molise,1
2020-04-21 17:00:00,1,Piemonte,606
2020-04-21 17:00:00,16,Puglia,55
2020-04-21 17:00:00,20,Sardegna,8
2020-04-21 17:00:00,19,Sicilia,76
2020-04-21 17:00:00,9,Toscana,96
2020-04-21 17:00:00,22,P.A. Trento,24
2020-04-21 17:00:00,10,Umbria,4
2020-04-21 17:00:00,2,Valle d'Aosta,5
2020-04-21 17:00:00,5,Veneto,277
2020-04-22 17:00:00,13,Abruzzo,66
2020-04-22 17:00:00,17,Basilicata,4
2020-04-22 17:00:00,21,P.A. Bolzano,6
2020-04-22 17:00:00,18,Calabria,13
2020-04-22 17:00:00,15,Campania,50
2020-04-22 17:00:00,8,Emilia-Romagna,342
2020-04-22 17:00:00,6,Friuli Venezia Giulia,25
2020-04-22 17:00:00,12,Lazio,80
2020-04-22 17:00:00,7,Liguria,154
2020-04-22 17:00:00,3,Lombardia,1161
2020-04-22 17:00:00,11,Marche,47
2020-04-22 17:00:00,14,Molise,2
2020-04-22 17:00:00,1,Piemonte,784
2020-04-22 17:00:00,16,Puglia,108
2020-04-22 17:00:00,20,Sardegna,11
2020-04-22 17:00:00,19,Sicilia,48
2020-04-22 17:00:00,9,Toscana,97
2020-04-22 17:00:00,22,P.A. Trento,32
2020-04-22 17:00:00,10,Umbria,4
2020-04-22 17:00:00,2,Valle d'Aosta,2
2020-04-22 17:00:00,5,Veneto,334
2020-04-23 17:00:00,13,Abruzzo,52
2020-04-23 17:00:00,17,Basilicata,2
2020-04-23 17:00:00,21,P.A. Bolzano,19
2020-04-23 17:00:00,18,Calabria,9
2020-04-23 17:00:00,15,Campania,53
2020-04-23 17:00:00,8,Emilia-Romagna,289
2020-04-23 17:00:00,6,Friuli Venezia Giulia,41
2020-04-23 17:00:00,12,Lazio,79
2020-04-23 17:00:00,7,Liguria,131
2020-04-23 17:00:00,3,Lombardia,1073
2020-04-23 17:00:00,11,Marche,28
2020-04-23 17:00:00,14,Molise,0
2020-04-23 17:00:00,1,Piemonte,401
2020-04-23 17:00:00,16,Puglia,109
2020-04-23 17:00:00,20,Sardegna,7
2020-04-23 17:00:00,19,Sicilia,43
2020-04-23 17:00:00,9,Toscana,80
2020-04-23 17:00:00,22,P.A. Trento,81
2020-04-23 17:00:00,10,Umbria,5
2020-04-23 17:00:00,2,Valle d'Aosta,1
2020-04-23 17:00:00,5,Veneto,143
2020-04-24 17:00:00,13,Abruzzo,18
2020-04-24 17:00:00,17,Basilicata,4
2020-04-24 17:00:00,21,P.A. Bolzano,21
2020-04-24 17:00:00,18,Calabria,10
2020-04-24 17:00:00,15,Campania,44
2020-04-24 17:00:00,8,Emilia-Romagna,247
2020-04-24 17:00:00,6,Friuli Venezia Giulia,24
2020-04-24 17:00:00,12,Lazio,78
2020-04-24 17:00:00,7,Liguria,124
2020-04-24 17:00:00,3,Lombardia,1091
2020-04-24 17:00:00,11,Marche,76
2020-04-24 17:00:00,14,Molise,3
2020-04-24 17:00:00,1,Piemonte,682
2020-04-24 17:00:00,16,Puglia,42
2020-04-24 17:00:00,20,Sardegna,3
2020-04-24 17:00:00,19,Sicilia,55
2020-04-24 17:00:00,9,Toscana,97
2020-04-24 17:00:00,22,P.A. Trento,49
2020-04-24 17:00:00,10,Umbria,1
2020-04-24 17:00:00,2,Valle d'Aosta,4
2020-04-24 17:00:00,5,Veneto,348
2020-04-25 17:00:00,13,Abruzzo,29
2020-04-25 17:00:00,17,Basilicata,1
2020-04-25 17:00:00,21,P.A. Bolzano,20
2020-04-25 17:00:00,18,Calabria,9
2020-04-25 17:00:00,15,Campania,17
2020-04-25 17:00:00,8,Emilia-Romagna,239
2020-04-25 17:00:00,6,Friuli Venezia Giulia,21
2020-04-25 17:00:00,12,Lazio,92
2020-04-25 17:00:00,7,Liguria,128
2020-04-25 17:00:00,3,Lombardia,713
2020-04-25 17:00:00,11,Marche,30
2020-04-25 17:00:00,14,Molise,5
2020-04-25 17:00:00,1,Piemonte,604
2020-04-25 17:00:00,16,Puglia,31
2020-04-25 17:00:00,20,Sardegna,14
2020-04-25 17:00:00,19,Sicilia,39
2020-04-25 17:00:00,9,Toscana,138
2020-04-25 17:00:00,22,P.A. Trento,62
2020-04-25 17:00:00,10,Umbria,3
2020-04-25 17:00:00,2,Valle d'Aosta,0
2020-04-25 17:00:00,5,Veneto,162
2020-04-26 17:00:00,13,Abruzzo,27
2020-04-26 17:00:00,17,Basilicata,5
2020-04-26 17:00:00,21,P.A. Bolzano,5
2020-04-26 17:00:00,18,Calabria,1
2020-04-26 17:00:00,15,Campania,32
2020-04-26 17:00:00,8,Emilia-Romagna,241
2020-04-26 17:00:00,6,Friuli Venezia Giulia,14
2020-04-26 17:00:00,12,Lazio,85
2020-04-26 17:00:00,7,Liguria,187
2020-04-26 17:00:00,3,Lombardia,920
2020-04-26 17:00:00,11,Marche,53
2020-04-26 17:00:00,14,Molise,4
2020-04-26 17:00:00,1,Piemonte,394
2020-04-26 17:00:00,16,Puglia,36
2020-04-26 17:00:00,20,Sardegna,9
2020-04-26 17:00:00,19,Sicilia,35
2020-04-26 17:00:00,9,Toscana,132
2020-04-26 17:00:00,22,P.A. Trento,56
2020-04-26 17:00:00,10,Umbria,2
2020-04-26 17:00:00,2,Valle d'Aosta,6
2020-04-26 17:00:00,5,Veneto,80
2020-04-27 17:00:00,13,Abruzzo,15
2020-04-27 17:00:00,17,Basilicata,0
2020-04-27 17:00:00,21,P.A. Bolzano,15
2020-04-27 17:00:00,18,Calabria,7
2020-04-27 17:00:00,15,Campania,18
2020-04-27 17:00:00,8,Emilia-Romagna,212
2020-04-27 17:00:00,6,Friuli Venezia Giulia,60
2020-04-27 17:00:00,12,Lazio,83
2020-04-27 17:00:00,7,Liguria,154
2020-04-27 17:00:00,3,Lombardia,590
2020-04-27 17:00:00,11,Marche,16
2020-04-27 17:00:00,14,Molise,0
2020-04-27 17:00:00,1,Piemonte,278
2020-04-27 17:00:00,16,Puglia,10
2020-04-27 17:00:00,20,Sardegna,3
2020-04-27 17:00:00,19,Sicilia,30
2020-04-27 17:00:00,9,Toscana,32
2020-04-27 17:00:00,22,P.A. Trento,101
2020-04-27 17:00:00,10,Umbria,2
2020-04-27 17:00:00,2,Valle d'Aosta,5
2020-04-27 17:00:00,5,Veneto,108
2020-04-28 17:00:00,13,Abruzzo,25
2020-04-28 17:00:00,17,Basilicata,0
2020-04-28 17:00:00,21,P.A. Bolzano,2
2020-04-28 17:00:00,18,Calabria,1
2020-04-28 17:00:00,15,Campania,31
2020-04-28 17:00:00,8,Emilia-Romagna,252
2020-04-28 17:00:00,6,Friuli Venezia Giulia,18
2020-04-28 17:00:00,12,Lazio,75
2020-04-28 17:00:00,7,Liguria,130
2020-04-28 17:00:00,3,Lombardia,869
2020-04-28 17:00:00,11,Marche,48
2020-04-28 17:00:00,14,Molise,1
2020-04-28 17:00:00,1,Piemonte,352
2020-04-28 17:00:00,16,Puglia,22
2020-04-28 17:00:00,20,Sardegna,2
2020-04-28 17:00:00,19,Sicilia,35
2020-04-28 17:00:00,9,Toscana,52
2020-04-28 17:00:00,22,P.A. Trento,30
2020-04-28 17:00:00,10,Umbria,9
2020-04-28 17:00:00,2,Valle d'Aosta,8
2020-04-28 17:00:00,5,Veneto,129
2020-04-29 17:00:00,13,Abruzzo,24
2020-04-29 17:00:00,17,Basilicata,0
2020-04-29 17:00:00,21,P.A. Bolzano,9
2020-04-29 17:00:00,18,Calabria,5
2020-04-29 17:00:00,15,Campania,30
2020-04-29 17:00:00,8,Emilia-Romagna,263
2020-04-29 17:00:00,6,Friuli Venezia Giulia,15
2020-04-29 17:00:00,12,Lazio,78
2020-04-29 17:00:00,7,Liguria,117
2020-04-29 17:00:00,3,Lombardia,786
2020-04-29 17:00:00,11,Marche,35
2020-04-29 17:00:00,14,Molise,0
2020-04-29 17:00:00,1,Piemonte,411
2020-04-29 17:00:00,16,Puglia,49
2020-04-29 17:00:00,20,Sardegna,5
2020-04-29 17:00:00,19,Sicilia,20
2020-04-29 17:00:00,9,Toscana,61
2020-04-29 17:00:00,22,P.A. Trento,44
2020-04-29 17:00:00,10,Umbria,12
2020-04-29 17:00:00,2,Valle d'Aosta,5
2020-04-29 17:00:00,5,Veneto,117
2020-04-30 17:00:00,13,Abruzzo,7
2020-04-30 17:00:00,17,Basilicata,1
2020-04-30 17:00:00,21,P.A. Bolzano,11
2020-04-30 17:00:00,18,Calabria,6
2020-04-30 17:00:00,15,Campania,13
2020-04-30 17:00:00,8,Emilia-Romagna,259
2020-04-30 17:00:00,6,Friuli Venezia Giulia,15
2020-04-30 17:00:00,12,Lazio,71
2020-04-30 17:00:00,7,Liguria,104
2020-04-30 17:00:00,3,Lombardia,598
2020-04-30 17:00:00,11,Marche,37
2020-04-30 17:00:00,14,Molise,1
2020-04-30 17:00:00,1,Piemonte,428
2020-04-30 17:00:00,16,Puglia,43
2020-04-30 17:00:00,20,Sardegna,5
2020-04-30 17:00:00,19,Sicilia,26
2020-04-30 17:00:00,9,Toscana,60
2020-04-30 17:00:00,22,P.A. Trento,47
2020-04-30 17:00:00,10,Umbria,1
2020-04-30 17:00:00,2,Valle d'Aosta,4
2020-04-30 17:00:00,5,Veneto,135
2020-05-01 17:00:00,13,Abruzzo,18
2020-05-01 17:00:00,17,Basilicata,11
2020-05-01 17:00:00,21,P.A. Bolzano,10
2020-05-01 17:00:00,18,Calabria,4
2020-05-01 17:00:00,15,Campania,21
2020-05-01 17:00:00,8,Emilia-Romagna,208
2020-05-01 17:00:00,6,Friuli Venezia Giulia,16
2020-05-01 17:00:00,12,Lazio,56
2020-05-01 17:00:00,7,Liguria,133
2020-05-01 17:00:00,3,Lombardia,737
2020-05-01 17:00:00,11,Marche,28
2020-05-01 17:00:00,14,Molise,2
2020-05-01 17:00:00,1,Piemonte,395
2020-05-01 17:00:00,16,Puglia,27
2020-05-01 17:00:00,20,Sardegna,18
2020-05-01 17:00:00,19,Sicilia,28
2020-05-01 17:00:00,9,Toscana,93
2020-05-01 17:00:00,22,P.A. Trento,16
2020-05-01 17:00:00,10,Umbria,1
2020-05-01 17:00:00,2,Valle d'Aosta,5
2020-05-01 17:00:00,5,Veneto,138
2020-05-02 17:00:00,13,Abruzzo,16
2020-05-02 17:00:00,17,Basilicata,2
2020-05-02 17:00:00,21,P.A. Bolzano,7
2020-05-02 17:00:00,18,Calabria,0
2020-05-02 17:00:00,15,Campania,15
2020-05-02 17:00:00,8,Emilia-Romagna,206
2020-05-02 17:00:00,6,Friuli Venezia Giulia,18
2020-05-02 17:00:00,12,Lazio,84
2020-05-02 17:00:00,7,Liguria,186
2020-05-02 17:00:00,3,Lombardia,533
2020-05-02 17:00:00,11,Marche,23
2020-05-02 17:00:00,14,Molise,1
2020-05-02 17:00:00,1,Piemonte,495
2020-05-02 17:00:00,16,Puglia,34
2020-05-02 17:00:00,20,Sardegna,2
2020-05-02 17:00:00,19,Sicilia,19
2020-05-02 17:00:00,9,Toscana,80
2020-05-02 17:00:00,22,P.A. Trento,49
2020-05-02 17:00:00,10,Umbria,1
2020-05-02 17:00:00,2,Valle d'Aosta,3
2020-05-02 17:00:00,5,Veneto,126
2020-05-03 17:00:00,13,Abruzzo,32
2020-05-03 17:00:00,17,Basilicata,6
2020-05-03 17:00:00,21,P.A. Bolzano,1
2020-05-03 17:00:00,18,Calabria,2
2020-05-03 17:00:00,15,Campania,25
2020-05-03 17:00:00,8,Emilia-Romagna,166
2020-05-03 17:00:00,6,Friuli Venezia Giulia,13
2020-05-03 17:00:00,12,Lazio,53
2020-05-03 17:00:00,7,Liguria,47
2020-05-03 17:00:00,3,Lombardia,526
2020-05-03 17:00:00,11,Marche,21
2020-05-03 17:00:00,14,Molise,0
2020-05-03 17:00:00,1,Piemonte,251
2020-05-03 17:00:00,16,Puglia,11
2020-05-03 17:00:00,20,Sardegna,4
2020-05-03 17:00:00,19,Sicilia,27
2020-05-03 17:00:00,9,Toscana,38
2020-05-03 17:00:00,22,P.A. Trento,66
2020-05-03 17:00:00,10,Umbria,0
2020-05-03 17:00:00,2,Valle d'Aosta,6
2020-05-03 17:00:00,5,Veneto,94
2020-05-04 17:00:00,13,Abruzzo,4
2020-05-04 17:00:00,17,Basilicata,0
2020-05-04 17:00:00,21,P.A. Bolzano,5
2020-05-04 17:00:00,18,Calabria,4
2020-05-04 17:00:00,15,Campania,14
2020-05-04 17:00:00,8,Emilia-Romagna,159
2020-05-04 17:00:00,6,Friuli Venezia Giulia,4
2020-05-04 17:00:00,12,Lazio,38
2020-05-04 17:00:00,7,Liguria,53
2020-05-04 17:00:00,3,Lombardia,577
2020-05-04 17:00:00,11,Marche,44
2020-05-04 17:00:00,14,Molise,0
2020-05-04 17:00:00,1,Piemonte,192
2020-05-04 17:00:00,16,Puglia,9
2020-05-04 17:00:00,20,Sardegna,-2
2020-05-04 17:00:00,19,Sicilia,15
2020-05-04 17:00:00,9,Toscana,38
2020-05-04 17:00:00,22,P.A. Trento,11
2020-05-04 17:00:00,10,Umbria,0
2020-05-04 17:00:00,2,Valle d'Aosta,1
2020-05-04 17:00:00,5,Veneto,55
2020-05-05 17:00:00,13,Abruzzo,25
2020-05-05 17:00:00,17,Basilicata,10
2020-05-05 17:00:00,21,P.A. Bolzano,1
2020-05-05 17:00:00,18,Calabria,1
2020-05-05 17:00:00,15,Campania,20
2020-05-05 17:00:00,8,Emilia-Romagna,100
2020-05-05 17:00:00,6,Friuli Venezia Giulia,9
2020-05-05 17:00:00,12,Lazio,67
2020-05-05 17:00:00,7,Liguria,63
2020-05-05 17:00:00,3,Lombardia,500
2020-05-05 17:00:00,11,Marche,29
2020-05-05 17:00:00,14,Molise,0
2020-05-05 17:00:00,1,Piemonte,152
2020-05-05 17:00:00,16,Puglia,17
2020-05-05 17:00:00,20,Sardegna,1
2020-05-05 17:00:00,19,Sicilia,12
2020-05-05 17:00:00,9,Toscana,30
2020-05-05 17:00:00,22,P.A. Trento,3
2020-05-05 17:00:00,10,Umbria,6
2020-05-05 17:00:00,2,Valle d'Aosta,0
2020-05-05 17:00:00,5,Veneto,29
2020-05-06 17:00:00,13,Abruzzo,22
2020-05-06 17:00:00,17,Basilicata,3
2020-05-06 17:00:00,21,P.A. Bolzano,1
2020-05-06 17:00:00,18,Calabria,3
2020-05-06 17:00:00,15,Campania,14
2020-05-06 17:00:00,8,Emilia-Romagna,104
2020-05-06 17:00:00,6,Friuli Venezia Giulia,9
2020-05-06 17:00:00,12,Lazio,81
2020-05-06 17:00:00,7,Liguria,76
2020-05-06 17:00:00,3,Lombardia,764
2020-05-06 17:00:00,11,Marche,29
2020-05-06 17:00:00,14,Molise,3
2020-05-06 17:00:00,1,Piemonte,165
2020-05-06 17:00:00,16,Puglia,26
2020-05-06 17:00:00,20,Sardegna,1
2020-05-06 17:00:00,19,Sicilia,14
2020-05-06 17:00:00,9,Toscana,26
2020-05-06 17:00:00,22,P.A. Trento,19
2020-05-06 17:00:00,10,Umbria,4
2020-05-06 17:00:00,2,Valle d'Aosta,3
2020-05-06 17:00:00,5,Veneto,77
2020-05-07 17:00:00,13,Abruzzo,25
2020-05-07 17:00:00,17,Basilicata,-16
2020-05-07 17:00:00,21,P.A. Bolzano,9
2020-05-07 17:00:00,18,Calabria,3
2020-05-07 17:00:00,15,Campania,9
2020-05-07 17:00:00,8,Emilia-Romagna,108
2020-05-07 17:00:00,6,Friuli Venezia Giulia,13
2020-05-07 17:00:00,12,Lazio,39
2020-05-07 17:00:00,7,Liguria,94
2020-05-07 17:00:00,3,Lombardia,720
2020-05-07 17:00:00,11,Marche,31
2020-05-07 17:00:00,14,Molise,1
2020-05-07 17:00:00,1,Piemonte,196
2020-05-07 17:00:00,16,Puglia,49
2020-05-07 17:00:00,20,Sardegna,5
2020-05-07 17:00:00,19,Sicilia,7
2020-05-07 17:00:00,9,Toscana,26
2020-05-07 17:00:00,22,P.A. Trento,3
2020-05-07 17:00:00,10,Umbria,1
2020-05-07 17:00:00,2,Valle d'Aosta,4
2020-05-07 17:00:00,5,Veneto,74
2020-05-08 17:00:00,13,Abruzzo,6
2020-05-08 17:00:00,17,Basilicata,-1
2020-05-08 17:00:00,21,P.A. Bolzano,6
2020-05-08 17:00:00,18,Calabria,1
2020-05-08 17:00:00,15,Campania,21
2020-05-08 17:00:00,8,Emilia-Romagna,111
2020-05-08 17:00:00,6,Friuli Venezia Giulia,9
2020-05-08 17:00:00,12,Lazio,52
2020-05-08 17:00:00,7,Liguria,78
2020-05-08 17:00:00,3,Lombardia,634
2020-05-08 17:00:00,11,Marche,18
2020-05-08 17:00:00,14,Molise,22
2020-05-08 17:00:00,1,Piemonte,233
2020-05-08 17:00:00,16,Puglia,11
2020-05-08 17:00:00,20,Sardegna,6
2020-05-08 17:00:00,19,Sicilia,13
2020-05-08 17:00:00,9,Toscana,38
2020-05-08 17:00:00,22,P.A. Trento,2
2020-05-08 17:00:00,10,Umbria,1
2020-05-08 17:00:00,2,Valle d'Aosta,1
2020-05-08 17:00:00,5,Veneto,65
2020-05-09 17:00:00,13,Abruzzo,8
2020-05-09 17:00:00,17,Basilicata,0
2020-05-09 17:00:00,21,P.A. Bolzano,9
2020-05-09 17:00:00,18,Calabria,3
2020-05-09 17:00:00,15,Campania,14
2020-05-09 17:00:00,8,Emilia-Romagna,121
2020-05-09 17:00:00,6,Friuli Venezia Giulia,8
2020-05-09 17:00:00,12,Lazio,47
2020-05-09 17:00:00,7,Liguria,15
2020-05-09 17:00:00,3,Lombardia,502
2020-05-09 17:00:00,11,Marche,23
2020-05-09 17:00:00,14,Molise,20
2020-05-09 17:00:00,1,Piemonte,181
2020-05-09 17:00:00,16,Puglia,30
2020-05-09 17:00:00,20,Sardegna,4
2020-05-09 17:00:00,19,Sicilia,12
2020-05-09 17:00:00,9,Toscana,24
2020-05-09 17:00:00,22,P.A. Trento,7
2020-05-09 17:00:00,10,Umbria,1
2020-05-09 17:00:00,2,Valle d'Aosta,1
2020-05-09 17:00:00,5,Veneto,53
2020-05-10 17:00:00,13,Abruzzo,17
2020-05-10 17:00:00,17,Basilicata,3
2020-05-10 17:00:00,21,P.A. Bolzano,2
2020-05-10 17:00:00,18,Calabria,3
2020-05-10 17:00:00,15,Campania,12
2020-05-10 17:00:00,8,Emilia-Romagna,77
2020-05-10 17:00:00,6,Friuli Venezia Giulia,6
2020-05-10 17:00:00,12,Lazio,32
2020-05-10 17:00:00,7,Liguria,50
2020-05-10 17:00:00,3,Lombardia,282
2020-05-10 17:00:00,11,Marche,40
2020-05-10 17:00:00,14,Molise,23
2020-05-10 17:00:00,1,Piemonte,116
2020-05-10 17:00:00,16,Puglia,27
2020-05-10 17:00:00,20,Sardegna,6
2020-05-10 17:00:00,19,Sicilia,14
2020-05-10 17:00:00,9,Toscana,29
2020-05-10 17:00:00,22,P.A. Trento,3
2020-05-10 17:00:00,10,Umbria,4
2020-05-10 17:00:00,2,Valle d'Aosta,5
2020-05-10 17:00:00,5,Veneto,51
2020-05-11 17:00:00,13,Abruzzo,4
2020-05-11 17:00:00,17,Basilicata,1
2020-05-11 17:00:00,21,P.A. Bolzano,3
2020-05-11 17:00:00,18,Calabria,2
2020-05-11 17:00:00,15,Campania,14
2020-05-11 17:00:00,8,Emilia-Romagna,80
2020-05-11 17:00:00,6,Friuli Venezia Giulia,8
2020-05-11 17:00:00,12,Lazio,25
2020-05-11 17:00:00,7,Liguria,44
2020-05-11 17:00:00,3,Lombardia,364
2020-05-11 17:00:00,11,Marche,10
2020-05-11 17:00:00,14,Molise,13
2020-05-11 17:00:00,1,Piemonte,111
2020-05-11 17:00:00,16,Puglia,14
2020-05-11 17:00:00,20,Sardegna,3
2020-05-11 17:00:00,19,Sicilia,12
2020-05-11 17:00:00,9,Toscana,13
2020-05-11 17:00:00,22,P.A. Trento,2
2020-05-11 17:00:00,10,Umbria,1
2020-05-11 17:00:00,2,Valle d'Aosta,1
2020-05-11 17:00:00,5,Veneto,19
2020-05-12 17:00:00,13,Abruzzo,8
2020-05-12 17:00:00,17,Basilicata,1
2020-05-12 17:00:00,21,P.A. Bolzano,0
2020-05-12 17:00:00,18,Calabria,4
2020-05-12 17:00:00,15,Campania,13
2020-05-12 17:00:00,8,Emilia-Romagna,53
2020-05-12 17:00:00,6,Friuli Venezia Giulia,10
2020-05-12 17:00:00,12,Lazio,22
2020-05-12 17:00:00,7,Liguria,31
2020-05-12 17:00:00,3,Lombardia,1033
2020-05-12 17:00:00,11,Marche,25
2020-05-12 17:00:00,14,Molise,3
2020-05-12 17:00:00,1,Piemonte,113
2020-05-12 17:00:00,16,Puglia,10
2020-05-12 17:00:00,20,Sardegna,1
2020-05-12 17:00:00,19,Sicilia,4
2020-05-12 17:00:00,9,Toscana,15
2020-05-12 17:00:00,22,P.A. Trento,6
2020-05-12 17:00:00,10,Umbria,7
2020-05-12 17:00:00,2,Valle d'Aosta,2
2020-05-12 17:00:00,5,Veneto,41
2020-05-13 17:00:00,13,Abruzzo,12
2020-05-13 17:00:00,17,Basilicata,2
2020-05-13 17:00:00,21,P.A. Bolzano,3
2020-05-13 17:00:00,18,Calabria,2
2020-05-13 17:00:00,15,Campania,15
2020-05-13 17:00:00,8,Emilia-Romagna,50
2020-05-13 17:00:00,6,Friuli Venezia Giulia,8
2020-05-13 17:00:00,12,Lazio,38
2020-05-13 17:00:00,7,Liguria,67
2020-05-13 17:00:00,3,Lombardia,394
2020-05-13 17:00:00,11,Marche,20
2020-05-13 17:00:00,14,Molise,15
2020-05-13 17:00:00,1,Piemonte,169
2020-05-13 17:00:00,16,Puglia,11
2020-05-13 17:00:00,20,Sardegna,1
2020-05-13 17:00:00,19,Sicilia,11
2020-05-13 17:00:00,9,Toscana,27
2020-05-13 17:00:00,22,P.A. Trento,9
2020-05-13 17:00:00,10,Umbria,0
2020-05-13 17:00:00,2,Valle d'Aosta,3
2020-05-13 17:00:00,5,Veneto,31
2020-05-14 17:00:00,13,Abruzzo,9
2020-05-14 17:00:00,17,Basilicata,0
2020-05-14 17:00:00,21,P.A. Bolzano,3
2020-05-14 17:00:00,18,Calabria,3
2020-05-14 17:00:00,15,Campania,9
2020-05-14 17:00:00,8,Emilia-Romagna,77
2020-05-14 17:00:00,6,Friuli Venezia Giulia,5
2020-05-14 17:00:00,12,Lazio,41
2020-05-14 17:00:00,7,Liguria,65
2020-05-14 17:00:00,3,Lombardia,522
2020-05-14 17:00:00,11,Marche,15
2020-05-14 17:00:00,14,Molise,2
2020-05-14 17:00:00,1,Piemonte,151
2020-05-14 17:00:00,16,Puglia,9
2020-05-14 17:00:00,20,Sardegna,0
2020-05-14 17:00:00,19,Sicilia,12
2020-05-14 17:00:00,9,Toscana,30
2020-05-14 17:00:00,22,P.A. Trento,3
2020-05-14 17:00:00,10,Umbria,1
2020-05-14 17:00:00,2,Valle d'Aosta,3
2020-05-14 17:00:00,5,Veneto,32
2020-05-15 17:00:00,13,Abruzzo,12
2020-05-15 17:00:00,17,Basilicata,0
2020-05-15 17:00:00,21,P.A. Bolzano,0
2020-05-15 17:00:00,18,Calabria,1
2020-05-15 17:00:00,15,Campania,15
2020-05-15 17:00:00,8,Emilia-Romagna,54
2020-05-15 17:00:00,6,Friuli Venezia Giulia,14
2020-05-15 17:00:00,12,Lazio,73
2020-05-15 17:00:00,7,Liguria,65
2020-05-15 17:00:00,3,Lombardia,299
2020-05-15 17:00:00,11,Marche,16
2020-05-15 17:00:00,14,Molise,4
2020-05-15 17:00:00,1,Piemonte,137
2020-05-15 17:00:00,16,Puglia,9
2020-05-15 17:00:00,20,Sardegna,3
2020-05-15 17:00:00,19,Sicilia,8
2020-05-15 17:00:00,9,Toscana,24
2020-05-15 17:00:00,22,P.A. Trento,3
2020-05-15 17:00:00,10,Umbria,2
2020-05-15 17:00:00,2,Valle d'Aosta,6
2020-05-15 17:00:00,5,Veneto,44
2020-05-16 17:00:00,13,Abruzzo,30
2020-05-16 17:00:00,17,Basilicata,1
2020-05-16 17:00:00,21,P.A. Bolzano,0
2020-05-16 17:00:00,18,Calabria,7
2020-05-16 17:00:00,15,Campania,14
2020-05-16 17:00:00,8,Emilia-Romagna,72
2020-05-16 17:00:00,6,Friuli Venezia Giulia,8
2020-05-16 17:00:00,12,Lazio,32
2020-05-16 17:00:00,7,Liguria,51
2020-05-16 17:00:00,3,Lombardia,399
2020-05-16 17:00:00,11,Marche,23
2020-05-16 17:00:00,14,Molise,3
2020-05-16 17:00:00,1,Piemonte,137
2020-05-16 17:00:00,16,Puglia,8
2020-05-16 17:00:00,20,Sardegna,4
2020-05-16 17:00:00,19,Sicilia,8
2020-05-16 17:00:00,9,Toscana,30
2020-05-16 17:00:00,22,P.A. Trento,8
2020-05-16 17:00:00,10,Umbria,0
2020-05-16 17:00:00,2,Valle d'Aosta,1
2020-05-16 17:00:00,5,Veneto,39
2020-05-17 17:00:00,13,Abruzzo,8
2020-05-17 17:00:00,17,Basilicata,2
2020-05-17 17:00:00,21,P.A. Bolzano,3
2020-05-17 17:00:00,18,Calabria,0
2020-05-17 17:00:00,15,Campania,16
2020-05-17 17:00:00,8,Emilia-Romagna,50
2020-05-17 17:00:00,6,Friuli Venezia Giulia,8
2020-05-17 17:00:00,12,Lazio,50
2020-05-17 17:00:00,7,Liguria,48
2020-05-17 17:00:00,3,Lombardia,326
2020-05-17 17:00:00,11,Marche,25
2020-05-17 17:00:00,14,Molise,1
2020-05-17 17:00:00,1,Piemonte,64
2020-05-17 17:00:00,16,Puglia,5
2020-05-17 17:00:00,20,Sardegna,1
2020-05-17 17:00:00,19,Sicilia,6
2020-05-17 17:00:00,9,Toscana,35
2020-05-17 17:00:00,22,P.A. Trento,12
2020-05-17 17:00:00,10,Umbria,2
2020-05-17 17:00:00,2,Valle d'Aosta,0
2020-05-17 17:00:00,5,Veneto,13
2020-05-18 17:00:00,13,Abruzzo,7
2020-05-18 17:00:00,17,Basilicata,0
2020-05-18 17:00:00,21,P.A. Bolzano,1
2020-05-18 17:00:00,18,Calabria,0
2020-05-18 17:00:00,15,Campania,11
2020-05-18 17:00:00,8,Emilia-Romagna,35
2020-05-18 17:00:00,6,Friuli Venezia Giulia,7
2020-05-18 17:00:00,12,Lazio,39
2020-05-18 17:00:00,7,Liguria,32
2020-05-18 17:00:00,3,Lombardia,175
2020-05-18 17:00:00,11,Marche,11
2020-05-18 17:00:00,14,Molise,11
2020-05-18 17:00:00,1,Piemonte,72
2020-05-18 17:00:00,16,Puglia,7
2020-05-18 17:00:00,20,Sardegna,0
