data,codice_regione,denominazione_regione,nuovi_positivi
2020-03-23 17:00:00,13,Abruzzo,76
2020-03-23 17:00:00,17,Basilicata,9
2020-03-23 17:00:00,21,P.A. Bolzano,46
2020-03-23 17:00:00,18,Calabria,19
2020-03-23 17:00:00,15,Campania,90
2020-03-23 17:00:00,8,Emilia-Romagna,980
2020-03-23 17:00:00,6,Friuli Venezia Giulia,56
2020-03-23 17:00:00,12,Lazio,157
2020-03-23 17:00:00,7,Liguria,259
2020-03-23 17:00:00,3,Lombardia,1555
2020-03-23 17:00:00,11,Marche,148
2020-03-23 17:00:00,14,Molise,1
2020-03-23 17:00:00,1,Piemonte,441
2020-03-23 17:00:00,16,Puglia,120
2020-03-23 17:00:00,20,Sardegna,20
2020-03-23 17:00:00,19,Sicilia,91
2020-03-23 17:00:00,9,Toscana,184
2020-03-23 17:00:00,22,P.A. Trento,69
2020-03-23 17:00:00,10,Umbria,56
2020-03-23 17:00:00,2,Valle d'Aosta,29
2020-03-23 17:00:00,5,Veneto,383
2020-03-24 17:00:00,13,Abruzzo,26
2020-03-24 17:00:00,17,Basilicata,2
2020-03-24 17:00:00,21,P.A. Bolzano,57
2020-03-24 17:00:00,18,Calabria,27
2020-03-24 17:00:00,15,Campania,75
2020-03-24 17:00:00,8,Emilia-Romagna,719
2020-03-24 17:00:00,6,Friuli Venezia Giulia,62
2020-03-24 17:00:00,12,Lazio,188
2020-03-24 17:00:00,7,Liguria,192
2020-03-24 17:00:00,3,Lombardia,1942
2020-03-24 17:00:00,11,Marche,167
2020-03-24 17:00:00,14,Molise,6
2020-03-24 17:00:00,1,Piemonte,654
2020-03-24 17:00:00,16,Puglia,99
2020-03-24 17:00:00,20,Sardegna,62
2020-03-24 17:00:00,19,Sicilia,125
2020-03-24 17:00:00,9,Toscana,238
2020-03-24 17:00:00,22,P.A. Trento,87
2020-03-24 17:00:00,10,Umbria,71
2020-03-24 17:00:00,2,Valle d'Aosta,7
2020-03-24 17:00:00,5,Veneto,443
2020-03-25 17:00:00,13,Abruzzo,124
2020-03-25 17:00:00,17,Basilicata,21
2020-03-25 17:00:00,21,P.A. Bolzano,77
2020-03-25 17:00:00,18,Calabria,32
2020-03-25 17:00:00,15,Campania,98
2020-03-25 17:00:00,8,Emilia-Romagna,800
2020-03-25 17:00:00,6,Friuli Venezia Giulia,147
2020-03-25 17:00:00,12,Lazio,173
2020-03-25 17:00:00,7,Liguria,189
2020-03-25 17:00:00,3,Lombardia,1643
2020-03-25 17:00:00,11,Marche,198
2020-03-25 17:00:00,14,Molise,0
2020-03-25 17:00:00,1,Piemonte,509
2020-03-25 17:00:00,16,Puglia,88
2020-03-25 17:00:00,20,Sardegna,21
2020-03-25 17:00:00,19,Sicilia,148
2020-03-25 17:00:00,9,Toscana,273
2020-03-25 17:00:00,22,P.A. Trento,112
2020-03-25 17:00:00,10,Umbria,62
2020-03-25 17:00:00,2,Valle d'Aosta,1
2020-03-25 17:00:00,5,Veneto,494
2020-03-26 17:00:00,13,Abruzzo,133
2020-03-26 17:00:00,17,Basilicata,21
2020-03-26 17:00:00,21,P.A. Bolzano,48
2020-03-26 17:00:00,18,Calabria,42
2020-03-26 17:00:00,15,Campania,111
2020-03-26 17:00:00,8,Emilia-Romagna,762
2020-03-26 17:00:00,6,Friuli Venezia Giulia,84
2020-03-26 17:00:00,12,Lazio,195
2020-03-26 17:00:00,7,Liguria,262
2020-03-26 17:00:00,3,Lombardia,2543
2020-03-26 17:00:00,11,Marche,180
2020-03-26 17:00:00,14,Molise,30
2020-03-26 17:00:00,1,Piemonte,510
2020-03-26 17:00:00,16,Puglia,89
2020-03-26 17:00:00,20,Sardegna,52
2020-03-26 17:00:00,19,Sicilia,170
2020-03-26 17:00:00,9,Toscana,254
2020-03-26 17:00:00,22,P.A. Trento,75
2020-03-26 17:00:00,10,Umbria,92
2020-03-26 17:00:00,2,Valle d'Aosta,7
2020-03-26 17:00:00,5,Veneto,493
2020-03-27 17:00:00,13,Abruzzo,71
2020-03-27 17:00:00,17,Basilicata,17
2020-03-27 17:00:00,21,P.A. Bolzano,97
2020-03-27 17:00:00,18,Calabria,101
2020-03-27 17:00:00,15,Campania,144
2020-03-27 17:00:00,8,Emilia-Romagna,772
2020-03-27 17:00:00,6,Friuli Venezia Giulia,94
2020-03-27 17:00:00,12,Lazio,199
2020-03-27 17:00:00,7,Liguria,129
2020-03-27 17:00:00,3,Lombardia,2409
2020-03-27 17:00:00,11,Marche,82
2020-03-27 17:00:00,14,Molise,6
2020-03-27 17:00:00,1,Piemonte,558
2020-03-27 17:00:00,16,Puglia,152
2020-03-27 17:00:00,20,Sardegna,36
2020-03-27 17:00:00,19,Sicilia,86
2020-03-27 17:00:00,9,Toscana,224
2020-03-27 17:00:00,22,P.A. Trento,94
2020-03-27 17:00:00,10,Umbria,82
2020-03-27 17:00:00,2,Valle d'Aosta,44
2020-03-27 17:00:00,5,Veneto,562
2020-03-28 17:00:00,13,Abruzzo,116
2020-03-28 17:00:00,17,Basilicata,31
2020-03-28 17:00:00,21,P.A. Bolzano,106
2020-03-28 17:00:00,18,Calabria,61
2020-03-28 17:00:00,15,Campania,138
2020-03-28 17:00:00,8,Emilia-Romagna,795
2020-03-28 17:00:00,6,Friuli Venezia Giulia,119
2020-03-28 17:00:00,12,Lazio,210
2020-03-28 17:00:00,7,Liguria,126
2020-03-28 17:00:00,3,Lombardia,2117
2020-03-28 17:00:00,11,Marche,177
2020-03-28 17:00:00,14,Molise,14
2020-03-28 17:00:00,1,Piemonte,579
2020-03-28 17:00:00,16,Puglia,124
2020-03-28 17:00:00,20,Sardegna,94
2020-03-28 17:00:00,19,Sicilia,109
2020-03-28 17:00:00,9,Toscana,367
2020-03-28 17:00:00,22,P.A. Trento,114
2020-03-28 17:00:00,10,Umbria,85
2020-03-28 17:00:00,2,Valle d'Aosta,59
2020-03-28 17:00:00,5,Veneto,433
2020-03-29 17:00:00,13,Abruzzo,160
2020-03-29 17:00:00,17,Basilicata,20
2020-03-29 17:00:00,21,P.A. Bolzano,105
2020-03-29 17:00:00,18,Calabria,59
2020-03-29 17:00:00,15,Campania,167
2020-03-29 17:00:00,8,Emilia-Romagna,736
2020-03-29 17:00:00,6,Friuli Venezia Giulia,44
2020-03-29 17:00:00,12,Lazio,201
2020-03-29 17:00:00,7,Liguria,254
2020-03-29 17:00:00,3,Lombardia,1592
2020-03-29 17:00:00,11,Marche,185
2020-03-29 17:00:00,14,Molise,4
2020-03-29 17:00:00,1,Piemonte,535
2020-03-29 17:00:00,16,Puglia,91
2020-03-29 17:00:00,20,Sardegna,14
2020-03-29 17:00:00,19,Sicilia,101
2020-03-29 17:00:00,9,Toscana,305
2020-03-29 17:00:00,22,P.A. Trento,89
2020-03-29 17:00:00,10,Umbria,54
2020-03-29 17:00:00,2,Valle d'Aosta,73
2020-03-29 17:00:00,5,Veneto,428
2020-03-30 17:00:00,13,Abruzzo,52
2020-03-30 17:00:00,17,Basilicata,12
2020-03-30 17:00:00,21,P.A. Bolzano,111
2020-03-30 17:00:00,18,Calabria,33
2020-03-30 17:00:00,15,Campania,193
2020-03-30 17:00:00,8,Emilia-Romagna,412
2020-03-30 17:00:00,6,Friuli Venezia Giulia,21
2020-03-30 17:00:00,12,Lazio,208
2020-03-30 17:00:00,7,Liguria,141
2020-03-30 17:00:00,3,Lombardia,1154
2020-03-30 17:00:00,11,Marche,126
2020-03-30 17:00:00,14,Molise,7
2020-03-30 17:00:00,1,Piemonte,506
2020-03-30 17:00:00,16,Puglia,163
2020-03-30 17:00:00,20,Sardegna,44
2020-03-30 17:00:00,19,Sicilia,95
2020-03-30 17:00:00,9,Toscana,290
2020-03-30 17:00:00,22,P.A. Trento,88
2020-03-30 17:00:00,10,Umbria,28
2020-03-30 17:00:00,2,Valle d'Aosta,0
2020-03-30 17:00:00,5,Veneto,366
2020-03-31 17:00:00,13,Abruzzo,56
2020-03-31 17:00:00,17,Basilicata,12
2020-03-31 17:00:00,21,P.A. Bolzano,46
2020-03-31 17:00:00,18,Calabria,12
2020-03-31 17:00:00,15,Campania,140
2020-03-31 17:00:00,8,Emilia-Romagna,543
2020-03-31 17:00:00,6,Friuli Venezia Giulia,92
2020-03-31 17:00:00,12,Lazio,181
2020-03-31 17:00:00,7,Liguria,199
2020-03-31 17:00:00,3,Lombardia,1047
2020-03-31 17:00:00,11,Marche,141
2020-03-31 17:00:00,14,Molise,10
2020-03-31 17:00:00,1,Piemonte,589
2020-03-31 17:00:00,16,Puglia,91
2020-03-31 17:00:00,20,Sardegna,40
2020-03-31 17:00:00,19,Sicilia,92
2020-03-31 17:00:00,9,Toscana,196
2020-03-31 17:00:00,22,P.A. Trento,64
2020-03-31 17:00:00,10,Umbria,27
2020-03-31 17:00:00,2,Valle d'Aosta,44
2020-03-31 17:00:00,5,Veneto,431
2020-04-01 17:00:00,13,Abruzzo,35
2020-04-01 17:00:00,17,Basilicata,11
2020-04-01 17:00:00,21,P.A. Bolzano,47
2020-04-01 17:00:00,18,Calabria,10
2020-04-01 17:00:00,15,Campania,139
2020-04-01 17:00:00,8,Emilia-Romagna,713
2020-04-01 17:00:00,6,Friuli Venezia Giulia,92
2020-04-01 17:00:00,12,Lazio,169
2020-04-01 17:00:00,7,Liguria,244
2020-04-01 17:00:00,3,Lombardia,1565
2020-04-01 17:00:00,11,Marche,137
2020-04-01 17:00:00,14,Molise,16
2020-04-01 17:00:00,1,Piemonte,494
2020-04-01 17:00:00,16,Puglia,143
2020-04-01 17:00:00,20,Sardegna,23
2020-04-01 17:00:00,19,Sicilia,71
2020-04-01 17:00:00,9,Toscana,259
2020-04-01 17:00:00,22,P.A. Trento,124
2020-04-01 17:00:00,10,Umbria,17
2020-04-01 17:00:00,2,Valle d'Aosta,3
2020-04-01 17:00:00,5,Veneto,470
2020-04-02 17:00:00,13,Abruzzo,61
2020-04-02 17:00:00,17,Basilicata,9
2020-04-02 17:00:00,21,P.A. Bolzano,61
2020-04-02 17:00:00,18,Calabria,22
2020-04-02 17:00:00,15,Campania,225
2020-04-02 17:00:00,8,Emilia-Romagna,546
2020-04-02 17:00:00,6,Friuli Venezia Giulia,114
2020-04-02 17:00:00,12,Lazio,169
2020-04-02 17:00:00,7,Liguria,122
2020-04-02 17:00:00,3,Lombardia,1292
2020-04-02 17:00:00,11,Marche,136
2020-04-02 17:00:00,14,Molise,5
2020-04-02 17:00:00,1,Piemonte,558
2020-04-02 17:00:00,16,Puglia,131
2020-04-02 17:00:00,20,Sardegna,49
2020-04-02 17:00:00,19,Sicilia,73
2020-04-02 17:00:00,9,Toscana,406
2020-04-02 17:00:00,22,P.A. Trento,133
2020-04-02 17:00:00,10,Umbria,33
2020-04-02 17:00:00,2,Valle d'Aosta,37
2020-04-02 17:00:00,5,Veneto,486
2020-04-03 17:00:00,13,Abruzzo,66
2020-04-03 17:00:00,17,Basilicata,15
2020-04-03 17:00:00,21,P.A. Bolzano,80
2020-04-03 17:00:00,18,Calabria,42
2020-04-03 17:00:00,15,Campania,221
2020-04-03 17:00:00,8,Emilia-Romagna,599
2020-04-03 17:00:00,6,Friuli Venezia Giulia,80
2020-04-03 17:00:00,12,Lazio,167
2020-04-03 17:00:00,7,Liguria,183
2020-04-03 17:00:00,3,Lombardia,1455
2020-04-03 17:00:00,11,Marche,132
2020-04-03 17:00:00,14,Molise,11
2020-04-03 17:00:00,1,Piemonte,543
2020-04-03 17:00:00,16,Puglia,105
2020-04-03 17:00:00,20,Sardegna,31
2020-04-03 17:00:00,19,Sicilia,68
2020-04-03 17:00:00,9,Toscana,226
2020-04-03 17:00:00,22,P.A. Trento,106
2020-04-03 17:00:00,10,Umbria,51
2020-04-03 17:00:00,2,Valle d'Aosta,51
2020-04-03 17:00:00,5,Veneto,353
2020-04-04 17:00:00,13,Abruzzo,65
2020-04-04 17:00:00,17,Basilicata,3
2020-04-04 17:00:00,21,P.A. Bolzano,33
2020-04-04 17:00:00,18,Calabria,8
2020-04-04 17:00:00,15,Campania,151
2020-04-04 17:00:00,8,Emilia-Romagna,608
2020-04-04 17:00:00,6,Friuli Venezia Giulia,107
2020-04-04 17:00:00,12,Lazio,157
2020-04-04 17:00:00,7,Liguria,238
2020-04-04 17:00:00,3,Lombardia,1598
2020-04-04 17:00:00,11,Marche,111
2020-04-04 17:00:00,14,Molise,30
2020-04-04 17:00:00,1,Piemonte,813
2020-04-04 17:00:00,16,Puglia,58
2020-04-04 17:00:00,20,Sardegna,49
2020-04-04 17:00:00,19,Sicilia,73
2020-04-04 17:00:00,9,Toscana,172
2020-04-04 17:00:00,22,P.A. Trento,111
2020-04-04 17:00:00,10,Umbria,31
2020-04-04 17:00:00,2,Valle d'Aosta,29
2020-04-04 17:00:00,5,Veneto,360
2020-04-05 17:00:00,13,Abruzzo,75
2020-04-05 17:00:00,17,Basilicata,14
2020-04-05 17:00:00,21,P.A. Bolzano,52
2020-04-05 17:00:00,18,Calabria,54
2020-04-05 17:00:00,15,Campania,132
2020-04-05 17:00:00,8,Emilia-Romagna,549
2020-04-05 17:00:00,6,Friuli Venezia Giulia,62
2020-04-05 17:00:00,12,Lazio,123
2020-04-05 17:00:00,7,Liguria,246
2020-04-05 17:00:00,3,Lombardia,1337
2020-04-05 17:00:00,11,Marche,123
2020-04-05 17:00:00,14,Molise,18
2020-04-05 17:00:00,1,Piemonte,653
2020-04-05 17:00:00,16,Puglia,77
2020-04-05 17:00:00,20,Sardegna,33
2020-04-05 17:00:00,19,Sicilia,62
2020-04-05 17:00:00,9,Toscana,176
2020-04-05 17:00:00,22,P.A. Trento,65
2020-04-05 17:00:00,10,Umbria,29
2020-04-05 17:00:00,2,Valle d'Aosta,34
2020-04-05 17:00:00,5,Veneto,402
2020-04-06 17:00:00,13,Abruzzo,18
2020-04-06 17:00:00,17,Basilicata,9
2020-04-06 17:00:00,21,P.A. Bolzano,78
2020-04-06 17:00:00,18,Calabria,22
2020-04-06 17:00:00,15,Campania,98
2020-04-06 17:00:00,8,Emilia-Romagna,467
2020-04-06 17:00:00,6,Friuli Venezia Giulia,55
2020-04-06 17:00:00,12,Lazio,151
2020-04-06 17:00:00,7,Liguria,100
2020-04-06 17:00:00,3,Lombardia,1079
2020-04-06 17:00:00,11,Marche,150
2020-04-06 17:00:00,14,Molise,0
2020-04-06 17:00:00,1,Piemonte,562
2020-04-06 17:00:00,16,Puglia,127
2020-04-06 17:00:00,20,Sardegna,15
2020-04-06 17:00:00,19,Sicilia,52
2020-04-06 17:00:00,9,Toscana,154
2020-04-06 17:00:00,22,P.A. Trento,63
2020-04-06 17:00:00,10,Umbria,14
2020-04-06 17:00:00,2,Valle d'Aosta,23
2020-04-06 17:00:00,5,Veneto,362
2020-04-07 17:00:00,13,Abruzzo,78
2020-04-07 17:00:00,17,Basilicata,4
2020-04-07 17:00:00,21,P.A. Bolzano,89
2020-04-07 17:00:00,18,Calabria,16
2020-04-07 17:00:00,15,Campania,90
2020-04-07 17:00:00,8,Emilia-Romagna,269
2020-04-07 17:00:00,6,Friuli Venezia Giulia,50
2020-04-07 17:00:00,12,Lazio,118
2020-04-07 17:00:00,7,Liguria,208
2020-04-07 17:00:00,3,Lombardia,791
2020-04-07 17:00:00,11,Marche,96
2020-04-07 17:00:00,14,Molise,0
2020-04-07 17:00:00,1,Piemonte,419
2020-04-07 17:00:00,16,Puglia,70
2020-04-07 17:00:00,20,Sardegna,13
2020-04-07 17:00:00,19,Sicilia,51
2020-04-07 17:00:00,9,Toscana,172
2020-04-07 17:00:00,22,P.A. Trento,128
2020-04-07 17:00:00,10,Umbria,10
2020-04-07 17:00:00,2,Valle d'Aosta,30
2020-04-07 17:00:00,5,Veneto,337
2020-04-08 17:00:00,13,Abruzzo,60
2020-04-08 17:00:00,17,Basilicata,6
2020-04-08 17:00:00,21,P.A. Bolzano,24
2020-04-08 17:00:00,18,Calabria,26
2020-04-08 17:00:00,15,Campania,120
2020-04-08 17:00:00,8,Emilia-Romagna,409
2020-04-08 17:00:00,6,Friuli Venezia Giulia,65
2020-04-08 17:00:00,12,Lazio,117
2020-04-08 17:00:00,7,Liguria,149
2020-04-08 17:00:00,3,Lombardia,1089
2020-04-08 17:00:00,11,Marche,149
2020-04-08 17:00:00,14,Molise,2
2020-04-08 17:00:00,1,Piemonte,540
2020-04-08 17:00:00,16,Puglia,120
2020-04-08 17:00:00,20,Sardegna,40
2020-04-08 17:00:00,19,Sicilia,62
2020-04-08 17:00:00,9,Toscana,206
2020-04-08 17:00:00,22,P.A. Trento,126
2020-04-08 17:00:00,10,Umbria,26
2020-04-08 17:00:00,2,Valle d'Aosta,15
2020-04-08 17:00:00,5,Veneto,485
2020-04-09 17:00:00,13,Abruzzo,72
2020-04-09 17:00:00,17,Basilicata,6
2020-04-09 17:00:00,21,P.A. Bolzano,68
2020-04-09 17:00:00,18,Calabria,15
2020-04-09 17:00:00,15,Campania,76
2020-04-09 17:00:00,8,Emilia-Romagna,443
2020-04-09 17:00:00,6,Friuli Venezia Giulia,81
2020-04-09 17:00:00,12,Lazio,163
2020-04-09 17:00:00,7,Liguria,114
2020-04-09 17:00:00,3,Lombardia,1388
2020-04-09 17:00:00,11,Marche,96
2020-04-09 17:00:00,14,Molise,8
2020-04-09 17:00:00,1,Piemonte,639
2020-04-09 17:00:00,16,Puglia,82
2020-04-09 17:00:00,20,Sardegna,51
2020-04-09 17:00:00,19,Sicilia,73
2020-04-09 17:00:00,9,Toscana,173
2020-04-09 17:00:00,22,P.A. Trento,106
2020-04-09 17:00:00,10,Umbria,9
2020-04-09 17:00:00,2,Valle d'Aosta,18
2020-04-09 17:00:00,5,Veneto,523
2020-04-10 17:00:00,13,Abruzzo,83
2020-04-10 17:00:00,17,Basilicata,5
2020-04-10 17:00:00,21,P.A. Bolzano,52
2020-04-10 17:00:00,18,Calabria,27
2020-04-10 17:00:00,15,Campania,98
2020-04-10 17:00:00,8,Emilia-Romagna,451
2020-04-10 17:00:00,6,Friuli Venezia Giulia,50
2020-04-10 17:00:00,12,Lazio,154
2020-04-10 17:00:00,7,Liguria,171
2020-04-10 17:00:00,3,Lombardia,1246
2020-04-10 17:00:00,11,Marche,129
2020-04-10 17:00:00,14,Molise,9
2020-04-10 17:00:00,1,Piemonte,490
2020-04-10 17:00:00,16,Puglia,93
2020-04-10 17:00:00,20,Sardegna,37
2020-04-10 17:00:00,19,Sicilia,70
2020-04-10 17:00:00,9,Toscana,175
2020-04-10 17:00:00,22,P.A. Trento,108
2020-04-10 17:00:00,10,Umbria,4
2020-04-10 17:00:00,2,Valle d'Aosta,11
2020-04-10 17:00:00,5,Veneto,488
2020-04-11 17:00:00,13,Abruzzo,106
2020-04-11 17:00:00,17,Basilicata,4
2020-04-11 17:00:00,21,P.A. Bolzano,2
2020-04-11 17:00:00,18,Calabria,14
2020-04-11 17:00:00,15,Campania,75
2020-04-11 17:00:00,8,Emilia-Romagna,507
2020-04-11 17:00:00,6,Friuli Venezia Giulia,44
2020-04-11 17:00:00,12,Lazio,140
2020-04-11 17:00:00,7,Liguria,185
2020-04-11 17:00:00,3,Lombardia,1544
2020-04-11 17:00:00,11,Marche,127
2020-04-11 17:00:00,14,Molise,3
2020-04-11 17:00:00,1,Piemonte,996
2020-04-11 17:00:00,16,Puglia,95
2020-04-11 17:00:00,20,Sardegna,28
2020-04-11 17:00:00,19,Sicilia,62
2020-04-11 17:00:00,9,Toscana,231
2020-04-11 17:00:00,22,P.A. Trento,154
2020-04-11 17:00:00,10,Umbria,7
2020-04-11 17:00:00,2,Valle d'Aosta,23
2020-04-11 17:00:00,5,Veneto,347
2020-04-12 17:00:00,13,Abruzzo,40
2020-04-12 17:00:00,17,Basilicata,3
2020-04-12 17:00:00,21,P.A. Bolzano,141
2020-04-12 17:00:00,18,Calabria,8
2020-04-12 17:00:00,15,Campania,87
2020-04-12 17:00:00,8,Emilia-Romagna,463
2020-04-12 17:00:00,6,Friuli Venezia Giulia,38
2020-04-12 17:00:00,12,Lazio,122
2020-04-12 17:00:00,7,Liguria,118
2020-04-12 17:00:00,3,Lombardia,1460
2020-04-12 17:00:00,11,Marche,92
2020-04-12 17:00:00,14,Molise,11
2020-04-12 17:00:00,1,Piemonte,652
2020-04-12 17:00:00,16,Puglia,85
2020-04-12 17:00:00,20,Sardegna,22
2020-04-12 17:00:00,19,Sicilia,52
2020-04-12 17:00:00,9,Toscana,277
2020-04-12 17:00:00,22,P.A. Trento,83
2020-04-12 17:00:00,10,Umbria,10
2020-04-12 17:00:00,2,Valle d'Aosta,19
2020-04-12 17:00:00,5,Veneto,309
2020-04-13 17:00:00,13,Abruzzo,53
2020-04-13 17:00:00,17,Basilicata,4
2020-04-13 17:00:00,21,P.A. Bolzano,51
2020-04-13 17:00:00,18,Calabria,5
2020-04-13 17:00:00,15,Campania,66
2020-04-13 17:00:00,8,Emilia-Romagna,342
2020-04-13 17:00:00,6,Friuli Venezia Giulia,51
2020-04-13 17:00:00,12,Lazio,123
2020-04-13 17:00:00,7,Liguria,102
2020-04-13 17:00:00,3,Lombardia,1262
2020-04-13 17:00:00,11,Marche,78
2020-04-13 17:00:00,14,Molise,0
2020-04-13 17:00:00,1,Piemonte,474
2020-04-13 17:00:00,16,Puglia,76
2020-04-13 17:00:00,20,Sardegna,15
2020-04-13 17:00:00,19,Sicilia,42
2020-04-13 17:00:00,9,Toscana,155
2020-04-13 17:00:00,22,P.A. Trento,73
2020-04-13 17:00:00,10,Umbria,1
2020-04-13 17:00:00,2,Valle d'Aosta,6
2020-04-13 17:00:00,5,Veneto,174
2020-04-14 17:00:00,13,Abruzzo,32
2020-04-14 17:00:00,17,Basilicata,0
2020-04-14 17:00:00,21,P.A. Bolzano,35
2020-04-14 17:00:00,18,Calabria,28
2020-04-14 17:00:00,15,Campania,99
2020-04-14 17:00:00,8,Emilia-Romagna,312
2020-04-14 17:00:00,6,Friuli Venezia Giulia,38
2020-04-14 17:00:00,12,Lazio,143
2020-04-14 17:00:00,7,Liguria,212
2020-04-14 17:00:00,3,Lombardia,1012
2020-04-14 17:00:00,11,Marche,45
2020-04-14 17:00:00,14,Molise,0
2020-04-14 17:00:00,1,Piemonte,556
2020-04-14 17:00:00,16,Puglia,53
2020-04-14 17:00:00,20,Sardegna,10
2020-04-14 17:00:00,19,Sicilia,43
2020-04-14 17:00:00,9,Toscana,137
2020-04-14 17:00:00,22,P.A. Trento,15
2020-04-14 17:00:00,10,Umbria,1
2020-04-14 17:00:00,2,Valle d'Aosta,20
2020-04-14 17:00:00,5,Veneto,181
2020-04-15 17:00:00,13,Abruzzo,29
2020-04-15 17:00:00,17,Basilicata,1
2020-04-15 17:00:00,21,P.A. Bolzano,40
2020-04-15 17:00:00,18,Calabria,15
2020-04-15 17:00:00,15,Campania,38
2020-04-15 17:00:00,8,Emilia-Romagna,277
2020-04-15 17:00:00,6,Friuli Venezia Giulia,24
2020-04-15 17:00:00,12,Lazio,121
2020-04-15 17:00:00,7,Liguria,128
2020-04-15 17:00:00,3,Lombardia,827
2020-04-15 17:00:00,11,Marche,77
2020-04-15 17:00:00,14,Molise,6
2020-04-15 17:00:00,1,Piemonte,539
2020-04-15 17:00:00,16,Puglia,66
2020-04-15 17:00:00,20,Sardegna,23
2020-04-15 17:00:00,19,Sicilia,34
2020-04-15 17:00:00,9,Toscana,139
2020-04-15 17:00:00,22,P.A. Trento,79
2020-04-15 17:00:00,10,Umbria,1
2020-04-15 17:00:00,2,Valle d'Aosta,11
2020-04-15 17:00:00,5,Veneto,192
2020-04-16 17:00:00,13,Abruzzo,72
2020-04-16 17:00:00,17,Basilicata,16
2020-04-16 17:00:00,21,P.A. Bolzano,43
2020-04-16 17:00:00,18,Calabria,38
2020-04-16 17:00:00,15,Campania,80
2020-04-16 17:00:00,8,Emilia-Romagna,457
2020-04-16 17:00:00,6,Friuli Venezia Giulia,72
2020-04-16 17:00:00,12,Lazio,148
2020-04-16 17:00:00,7,Liguria,103
2020-04-16 17:00:00,3,Lombardia,941
2020-04-16 17:00:00,11,Marche,79
2020-04-16 17:00:00,14,Molise,0
2020-04-16 17:00:00,1,Piemonte,879
2020-04-16 17:00:00,16,Puglia,74
2020-04-16 17:00:00,20,Sardegna,3
2020-04-16 17:00:00,19,Sicilia,44
2020-04-16 17:00:00,9,Toscana,277
2020-04-16 17:00:00,22,P.A. Trento,74
2020-04-16 17:00:00,10,Umbria,7
2020-04-16 17:00:00,2,Valle d'Aosta,13
2020-04-16 17:00:00,5,Veneto,366
2020-04-17 17:00:00,13,Abruzzo,97
2020-04-17 17:00:00,17,Basilicata,1
2020-04-17 17:00:00,21,P.A. Bolzano,29
2020-04-17 17:00:00,18,Calabria,-18
2020-04-17 17:00:00,15,Campania,64
2020-04-17 17:00:00,8,Emilia-Romagna,348
2020-04-17 17:00:00,6,Friuli Venezia Giulia,59
2020-04-17 17:00:00,12,Lazio,144
2020-04-17 17:00:00,7,Liguria,149
2020-04-17 17:00:00,3,Lombardia,1041
2020-04-17 17:00:00,11,Marche,86
2020-04-17 17:00:00,14,Molise,6
2020-04-17 17:00:00,1,Piemonte,695
2020-04-17 17:00:00,16,Puglia,69
2020-04-17 17:00:00,20,Sardegna,14
2020-04-17 17:00:00,19,Sicilia,46
2020-04-17 17:00:00,9,Toscana,167
2020-04-17 17:00:00,22,P.A. Trento,82
2020-04-17 17:00:00,10,Umbria,8
2020-04-17 17:00:00,2,Valle d'Aosta,22
2020-04-17 17:00:00,5,Veneto,384
2020-04-18 17:00:00,13,Abruzzo,44
2020-04-18 17:00:00,17,Basilicata,2
2020-04-18 17:00:00,21,P.A. Bolzano,29
2020-04-18 17:00:00,18,Calabria,20
2020-04-18 17:00:00,15,Campania,37
2020-04-18 17:00:00,8,Emilia-Romagna,350
2020-04-18 17:00:00,6,Friuli Venezia Giulia,56
2020-04-18 17:00:00,12,Lazio,144
2020-04-18 17:00:00,7,Liguria,113
2020-04-18 17:00:00,3,Lombardia,1246
2020-04-18 17:00:00,11,Marche,53
2020-04-18 17:00:00,14,Molise,0
2020-04-18 17:00:00,1,Piemonte,661
2020-04-18 17:00:00,16,Puglia,82
2020-04-18 17:00:00,20,Sardegna,20
2020-04-18 17:00:00,19,Sicilia,47
2020-04-18 17:00:00,9,Toscana,127
2020-04-18 17:00:00,22,P.A. Trento,55
2020-04-18 17:00:00,10,Umbria,7
2020-04-18 17:00:00,2,Valle d'Aosta,80
2020-04-18 17:00:00,5,Veneto,318
2020-04-19 17:00:00,13,Abruzzo,34
2020-04-19 17:00:00,17,Basilicata,3
2020-04-19 17:00:00,21,P.A. Bolzano,55
2020-04-19 17:00:00,18,Calabria,24
2020-04-19 17:00:00,15,Campania,41
2020-04-19 17:00:00,8,Emilia-Romagna,376
2020-04-19 17:00:00,6,Friuli Venezia Giulia,14
2020-04-19 17:00:00,12,Lazio,87
2020-04-19 17:00:00,7,Liguria,227
2020-04-19 17:00:00,3,Lombardia,855
2020-04-19 17:00:00,11,Marche,48
2020-04-19 17:00:00,14,Molise,10
2020-04-19 17:00:00,1,Piemonte,593
2020-04-19 17:00:00,16,Puglia,120
2020-04-19 17:00:00,20,Sardegna,17
2020-04-19 17:00:00,19,Sicilia,45
2020-04-19 17:00:00,9,Toscana,135
2020-04-19 17:00:00,22,P.A. Trento,101
2020-04-19 17:00:00,10,Umbria,4
2020-04-19 17:00:00,2,Valle d'Aosta,15
2020-04-19 17:00:00,5,Veneto,243
2020-04-20 17:00:00,13,Abruzzo,91
2020-04-20 17:00:00,17,Basilicata,0
2020-04-20 17:00:00,21,P.A. Bolzano,14
2020-04-20 17:00:00,18,Calabria,3
2020-04-20 17:00:00,15,Campania,45
2020-04-20 17:00:00,8,Emilia-Romagna,307
2020-04-20 17:00:00,6,Friuli Venezia Giulia,30
